idx,target_x,target_y,target_z,J1_rad,J2_rad,J3_rad,J4_rad,J5_rad,J6_rad
0,0.3971818059383793,0.20103203340640174,0.29558952271140027,0.9520675172417424,0.054469616216078265,0.09129414548893898,-1.4829544809252873,0.9397926741507934,1.5750158041074025
1,0.3971818059383793,0.20103187715640175,0.29558952271140027,0.9520671497300816,0.05446896793525546,0.09129482327146014,-1.4829545324706184,0.9397923093503036,1.5750158009969015
2,0.3971818059383793,0.20103140840640174,0.29558952271140027,0.9520660471928227,0.054467023094071365,0.09129685661557656,-1.4829546871053625,0.9397912149467886,1.5750157916626215
3,0.3971818059383793,0.20103062715640174,0.29558952271140027,0.9520642096231365,0.05446378169637889,0.09130024551094706,-1.4829549448257728,0.9397893909341133,1.5750157760962311
4,0.3971818059383793,0.20102953340640176,0.29558952271140027,0.9520616370096411,0.05445924374859423,0.09130498994033642,-1.4829553056256013,0.9397868373020517,1.5750157542838377
5,0.3971818059383793,0.20102812715640175,0.29558952271140027,0.9520583293364008,0.05445340925970399,0.09131108987961599,-1.482955769496103,0.939783554036287,1.5750157262059976
6,0.3971818059383793,0.20102640840640174,0.29558952271140027,0.9520542865829273,0.05444627824126158,0.09131854529776286,-1.4829563364260336,0.9397795411184119,1.5750156918377103
7,0.3971818059383793,0.20102437715640176,0.29558952271140027,0.9520495087241788,0.054437850707389046,0.09132735615686077,-1.4829570064016508,0.9397747985259282,1.5750156511484208
8,0.3971818059383793,0.20102203340640173,0.29558952271140027,0.952043995730559,0.05442812667477348,0.0913375224121007,-1.482957779406712,0.9397693262322449,1.5750156041020167
9,0.3971818059383793,0.20101937715640175,0.29558952271140027,0.9520377475679181,0.054417106162668816,0.09134904401178032,-1.4829586554224736,0.9397631242066808,1.5750155506568293
10,0.3971818059383793,0.20101640840640175,0.29558952271140027,0.9520307641975511,0.05440478919289937,0.09136192089730526,-1.4829596344276965,0.9397561924144604,1.5750154907656384
11,0.3971818059383793,0.20101312715640174,0.29558952271140027,0.952023045576198,0.05439117578985453,0.09137615300318876,-1.4829607163986391,0.9397485308167167,1.5750154243756662
12,0.3971818059383793,0.20100953340640174,0.29558952271140027,0.9520145916560431,0.054376265980488725,0.09139174025705278,-1.4829619013090583,0.9397401393704882,1.575015351428577
13,0.3971818059383793,0.20100562715640174,0.29558952271140027,0.9520054023847144,0.0543600597943259,0.09140868257962814,-1.4829631891302126,0.9397310180287192,1.5750152718604833
14,0.3971818059383793,0.20100140840640174,0.29558952271140027,0.9519954777052827,0.054342557263456825,0.09142697988475582,-1.4829645798308604,0.9397211667402584,1.5750151856019434
15,0.3971818059383793,0.20099687715640174,0.29558952271140027,0.9519848175562611,0.05432375842253556,0.09144663207938614,-1.4829660733772545,0.9397105854498589,1.5750150925779554
16,0.3971818059383793,0.20099203340640173,0.29558952271140027,0.9519734218716043,0.05430366330878744,0.09146763906358128,-1.4829676697331513,0.9396992740981769,1.5750149927079693
17,0.3971818059383793,0.20098687715640173,0.29558952271140027,0.9519612905807073,0.05428227196199931,0.09149000073051462,-1.4829693688598005,0.9396872326217703,1.5750148859058746
18,0.3971818059383793,0.20098140840640175,0.29558952271140027,0.9519484236084053,0.05425958442452661,0.0915137169664722,-1.4829711707159512,0.939674460953098,1.5750147720800085
19,0.3971818059383793,0.20097562715640174,0.29558952271140027,0.9519348208749716,0.054235600741291634,0.09153878765085352,-1.48297307525785,0.9396609590205189,1.5750146511331553
20,0.3971818059383793,0.20096953340640175,0.29558952271140027,0.9519204822961176,0.05421032095977907,0.09156521265617233,-1.4829750824392367,0.9396467267482908,1.575014522962541
