J1_rad,J2_rad,J3_rad,J4_rad,J5_rad,J6_rad
0.9305865418970474,0.06827881465708369,0.11430947638094699,-1.4691452824814855,0.9183116987981892,1.5934280688219349
0.9305861678043126,0.0682781771346146,0.11431015013769179,-1.4691453494347848,0.9183113291466334,1.5934280672146066
0.9305850457717962,0.06827626442881396,0.11431217177562931,-1.469145550422419,0.9183102204075091,1.593428062690311
0.9305831757679458,0.06827307655745758,0.11431554124752834,-1.4691458854279833,0.9183083725531365,1.5934280552108118
0.930580557761209,0.0682686135383213,0.11432025850615765,-1.4691463544350736,0.9183057855558354,1.5934280447378737
0.9305771917200331,0.06826287538918092,0.11432632350428602,-1.4691469574272853,0.9183024593879261,1.5934280312332603
0.9305730776128659,0.06825586212781232,0.11433373619468223,-1.4691476943882138,0.9182983940217285,1.5934280146587363
0.9305682154081596,0.06824757377199168,0.11434249653011572,-1.4691485653014638,0.9182935894295682,1.5934279949760748
0.9305626050830493,0.0682380103345973,0.11435260447636317,-1.4691495701551345,0.9182880455913851,1.5934279721575557
0.9305562466124273,0.06822717182977776,0.11436405999583266,-1.4691507089361786,0.9182817624851545,1.5934279461727556
0.9305491399579793,0.06821505827911775,0.11437686303117238,-1.4691519816246759,0.9182747400772642,1.5934279169752452
0.9305412850768817,0.0682016697067415,0.1143910135182846,-1.4691533881983623,0.9182669783301463,1.5934278845131329
0.9305326819218023,0.06818700613931196,0.11440651138632611,-1.4691549286326282,0.9182584772022757,1.5934278487290658
0.9305233304408976,0.06817106760603112,0.11442335655770883,-1.46915660290052,0.9182492366481696,1.593427809560229
0.9305132305778139,0.06815385413864,0.11444154894810016,-1.4691584109727382,0.9182392566183873,1.5934277669383452
0.9305023822716851,0.06813536577141846,0.11446108846642367,-1.4691603528176378,0.9182285370595289,1.5934277207896752
0.930490785457134,0.06811560254118484,0.11448197501485985,-1.4691624284012268,0.918217077914234,1.5934276710350197
0.9304784400642694,0.0680945644872961,0.11450420848884657,-1.4691646376871679,0.9182048791211818,1.5934276175897155
0.9304653460186862,0.06807225165164783,0.11452778877708009,-1.4691669806367762,0.9181919406150888,1.5934275603636394
0.930451503241465,0.06804866407867345,0.11455271576151554,-1.4691694572090188,0.918178262326709,1.5934274992612065
0.93043691164917,0.06802380181534505,0.11457898931736807,-1.4691720673605158,0.9181638441828317,1.5934274341813712
0.9304215711538484,0.06799766491117243,0.1146066093131134,-1.4691748110455376,0.9181486861062806,1.5934273650176254
0.93040548166303,0.06797025341820333,0.11463557561048902,-1.469177688216006,0.9181327880159134,1.5934272916580015
0.9303886430797255,0.06794156739102301,0.11466588806449503,-1.4691806988214928,0.9181161498266186,1.5934272139850698
0.9303710553024247,0.06791160688675443,0.11469754652339514,-1.4691838428092192,0.9180987714493157,1.593427131875941
0.9303527182250965,0.06788037196505765,0.11473055082871786,-1.469187120124055,0.9180806527909529,1.5934270452022643
0.9303336317371864,0.06784786268812994,0.11476490081525742,-1.469190530708519,0.9180617937545059,1.5934269538302286
0.9303137957236165,0.06781407912070544,0.11480059631107517,-1.4691940745027756,0.918042194238976,1.5934268576205635
0.9302932100647827,0.06777902133005512,0.1148376371375005,-1.4691977514446382,0.9180218541393886,1.5934267564285367
0.9302718746365538,0.06774268938598647,0.11487602310913236,-1.469201561469564,0.9180007733467916,1.5934266501039582
0.9302497893102704,0.06770508336084297,0.11491575403384043,-1.4692055045106558,0.9179789517482525,1.5934265384911765
0.9302269539527425,0.0676662033295045,0.11495682971276644,-1.4692095804986605,0.9179563892268586,1.593426421429081
0.9302033684262487,0.06762604936938663,0.11499924994032568,-1.4692137893619683,0.9179330856617129,1.5934262987511028
0.9301790325885337,0.06758462156044019,0.1150430145042082,-1.4692181310266113,0.9179090409279334,1.5934261702852117
0.9301539462928075,0.06754191998515188,0.1150881231853807,-1.469222605416263,0.9178842548966504,1.5934260358539212
0.9301281093877423,0.06749794472854297,0.11513457575808762,-1.4692272124522376,0.9178587274350047,1.5934258952742832
0.9301015217174722,0.06745269587816972,0.11518237198985304,-1.469231952053488,0.917832458406145,1.5934257483578933
0.93007418312159,0.06740617352412306,0.11523151164148207,-1.4692368241366054,0.9178054476692259,1.5934255949108875
0.9300460934351453,0.06735837775902792,0.11528199446706275,-1.4692418286158184,0.9177776950794057,1.5934254347339447
0.9300172524886443,0.06730930867804319,0.11533382021396754,-1.4692469654029914,0.9177492004878434,1.5934252676222849
0.9299876601080446,0.06725896637886142,0.11538698862285525,-1.469252234407623,0.9177199637416968,1.5934250933656708
0.9299573161147556,0.06720735096170866,0.11544149942767276,-1.4692576355368474,0.9176899846841196,1.5934249117484085
0.9299262203256357,0.06715446252934404,0.11549735235565689,-1.469263168695429,0.9176592631542589,1.593424722549346
0.9298943725529893,0.06710030118705938,0.11555454712733627,-1.4692688337857651,0.9176277989872524,1.593424525541875
0.9298617726045654,0.06704486704267876,0.11561308345653341,-1.469274630707882,0.9175955920142258,1.59342432049393
0.9298284202835544,0.06698816020655864,0.11567296105036648,-1.4692805593594347,0.9175626420622899,1.5934241071679898
0.9297943153885865,0.06693018079158705,0.11573417960925145,-1.469286619635706,0.9175289489545377,1.5934238853210765
0.9297594577137289,0.0668709289131835,0.11579673882690428,-1.4692928114296044,0.9174945125100418,1.5934236547047567
0.9297238470484828,0.0668104046892988,0.11586063839034283,-1.4692991346316633,0.91745933254385,1.593423415065142
0.9296874831777815,0.06674860824041415,0.11592587797988915,-1.469305589130038,0.9174234088669848,1.593423166142888
0.9296503658819875,0.06668553968954133,0.1159924572691717,-1.4693121748105067,0.9173867412864374,1.5934229076731947
0.92961249493689,0.06662119916222231,0.11606037592512752,-1.4693188915564672,0.9173493296051662,1.5934226393858095
0.9295738701137015,0.06655558678652841,0.11612963360800463,-1.4693257392489363,0.9173111736220934,1.5934223610050233
0.9295344911790555,0.06648870269306043,0.11620022997136434,-1.4693327177665472,0.9172722731321008,1.5934220722496741
0.929494357895004,0.06642054701494812,0.11627216466208354,-1.4693398269855489,0.917232627926027,1.5934217728331461
0.9294534700190138,0.06635111988784992,0.11634543732035732,-1.4693470667798043,0.9171922377906645,1.59342146246337
0.9294118273039634,0.0662804214499521,0.11642004757970129,-1.4693544370207885,0.9171511025087544,1.5934211408428227
0.9293694294981414,0.0662084518419689,0.11649599506695413,-1.4693619375775873,0.9171092218589845,1.5934208076685294
0.9293262763452416,0.0661352112071418,0.11657327940228027,-1.4693695683168944,0.9170665956159846,1.5934204626320618
0.9292823675843608,0.06606069969123954,0.11665190019917229,-1.4693773291030112,0.9170232235503233,1.5934201054195398
0.9292377029499959,0.0659849174425572,0.11673185706445376,-1.469385219797844,0.9169791054285041,1.5934197357116315
0.9291922821720395,0.06590786461191614,0.11681314959828182,-1.4693932402609031,0.9169342410129608,1.5934193531835545
0.9291461049757781,0.06582954135266339,0.11689577739414991,-1.4694013903492995,0.9168886300620547,1.5934189575050737
0.9290991710818871,0.06574994782067135,0.11697974003889067,-1.4694096699177441,0.9168422723300697,1.5934185483405034
0.9290514802064285,0.06566908417433732,0.1170650371126786,-1.4694180788185465,0.9167951675672081,1.593418125348708
