idx,target_x,target_y,target_z,J1_rad,J2_rad,J3_rad,J4_rad,J5_rad,J6_rad
0,0.39878778002342313,0.10039428752457225,0.28981686294787895,0.6129749768542719,-0.29919930034189735,0.42118055355819684,-1.4522673731979086,0.6145093322406415,1.4722139932206995
1,0.39878778002342313,0.10039678752457225,0.28981686294787895,0.6129865029066495,-0.29919183183144815,0.4211749277613236,-1.4522704808289693,0.6145204744788344,1.4722195132035873
2,0.39878778002342313,0.10040428752457224,0.28981686294787895,0.6130210799424891,-0.2991694256181572,0.421158049587833,-1.452279802466624,0.6145539001441332,1.472236071863798
3,0.39878778002342313,0.10041678752457224,0.28981686294787895,0.6130787045980007,-0.2991320796563919,0.421129916689133,-1.4522953343449887,0.6146096060887511,1.4722636653365733
4,0.39878778002342313,0.10043428752457224,0.28981686294787895,0.6131593712671645,-0.2990797905374176,0.4210905251509692,-1.4523170701899275,0.6146875870665494,1.4723022871826643
5,0.39878778002342313,0.10045678752457224,0.28981686294787895,0.613263072102176,-0.2990125534903756,0.4210398694935251,-1.452345001222557,0.6147878357332961,1.472351928391354
6,0.39878778002342313,0.10048428752457225,0.28981686294787895,0.6133897970140714,-0.2989303623836532,0.4209779426715601,-1.4523791161641435,0.6149103426470306,1.4724125773846741
7,0.39878778002342313,0.10051678752457224,0.28981686294787895,0.6135395336735316,-0.29883320972664285,0.4209047360745882,-1.4524194012423923,0.6150550962685337,1.4724842200228272
8,0.39878778002342313,0.10055428752457224,0.28981686294787895,0.613712267511869,-0.2987210866718941,0.4208202395270969,-1.4524658401991166,0.6152220829619058,1.4725668396107878
9,0.39878778002342313,0.10059678752457224,0.28981686294787895,0.613907981722195,-0.29859398301765117,0.4207244412888024,-1.452518414299279,0.6154112869952548,1.4726604169060868
10,0.39878778002342313,0.10064428752457225,0.28981686294787895,0.6141266572607724,-0.29845188721078264,0.42061732805494795,-1.452577102341394,0.6156226905414945,1.4727649301277608
11,0.39878778002342313,0.10069678752457224,0.28981686294787895,0.6143682728485551,-0.29829478635009465,0.4204988849566379,-1.4526418806692813,0.6158562736792605,1.4728803549664562
12,0.39878778002342313,0.10075428752457224,0.28981686294787895,0.6146328049729131,-0.29812266619003536,0.4203690955612117,-1.452712723185147,0.6161120143939403,1.4730066645956692
13,0.39878778002342313,0.10081678752457225,0.28981686294787895,0.6149202278895509,-0.2979355111447801,0.420227941872657,-1.4527896013639903,0.6163898885788249,1.4731438296841128
14,0.39878778002342313,0.10088428752457225,0.28981686294787895,0.615230513624617,-0.2977333042927044,0.4200754043320597,-1.452872484269304,0.6166898700363879,1.473291818409184
15,0.39878778002342313,0.10095678752457224,0.28981686294787895,0.6155636319770096,-0.29751602738123584,0.4199114618180927,-1.4529613385700617,0.6170119304796867,1.47345059647152
16,0.39878778002342313,0.10103428752457225,0.28981686294787895,0.6159195505208823,-0.2972836608320888,0.4197360916475418,-1.4530561285589654,0.6173560395339022,1.4736201271106195
17,0.39878778002342313,0.10111678752457225,0.28981686294787895,0.6162982346083499,-0.29703618374687935,0.4195492695758693,-1.4531568161719268,0.6177221647380113,1.473800371121499
18,0.39878778002342313,0.10120428752457225,0.28981686294787895,0.6166996473724019,-0.2967735739131139,0.41935096979781417,-1.4532633610087742,0.6181102715466026,1.4739912868723788
19,0.39878778002342313,0.10129678752457225,0.28981686294787895,0.6171237497300237,-0.2964958078105586,0.4191411649480284,-1.4533757203551396,0.6185203233318396,1.474192830323347
