idx,target_x,target_y,target_z,J1_rad,J2_rad,J3_rad,J4_rad,J5_rad,J6_rad
0,0.27787687694512164,0.2581278961684936,0.23126197470095006,1.3893588023568046,0.2876916349441121,-0.24472968412579268,-1.084022080469445,1.4936949686298757,1.449198662425177
1,0.27787687694512164,0.2581277399184936,0.23126197470095006,1.3893587049285276,0.28769078368765477,-0.24472862888856403,-1.084022095064318,1.4936947871801378,1.4491987975816962
2,0.27787687694512164,0.2581272711684936,0.23126197470095006,1.3893584126430758,0.2876882299207457,-0.24472546318348773,-1.084022138848927,1.4936942428323323,1.449199203047317
3,0.27787687694512164,0.2581264899184936,0.23126197470095006,1.389357925498586,0.2876839736507666,-0.2447201870303928,-1.0840222118232388,1.4936933355906856,1.449199878810221
4,0.27787687694512164,0.25812539616849356,0.23126197470095006,1.389357243491954,0.287678014890024,-0.24471280046232766,-1.0840223139871987,1.4936920654622408,1.4492008248507138
5,0.27787687694512164,0.25812398991849356,0.23126197470095006,1.3893563666188335,0.287670353655745,-0.24470330352555844,-1.0840224453407308,1.4936904324568574,1.449202041141224
6,0.27787687694512164,0.25812227116849357,0.23126197470095006,1.3893552948736358,0.2876609899700755,-0.24469169627956824,-1.084022605883736,1.4936884365872136,1.4492035276463004
7,0.27787687694512164,0.2581202399184936,0.23126197470095006,1.3893540282495305,0.2876499238600836,-0.2446779787970558,-1.084022795616094,1.4936860778688021,1.4492052843226175
8,0.27787687694512164,0.25811789616849357,0.23126197470095006,1.3893525667384452,0.287637155357757,-0.24466215116393278,-1.084023014537662,1.4936833563199314,1.449207311118975
9,0.27787687694512164,0.25811523991849356,0.23126197470095006,1.3893509103310648,0.28762268449999606,-0.24464421347932228,-1.0840232626482744,1.4936802719617273,1.4492096079762926
10,0.27787687694512164,0.25811227116849356,0.23126197470095006,1.389349059016832,0.28760651132862325,-0.2446241658555571,-1.0840235399477436,1.4936768248181271,1.4492121748276208
11,0.27787687694512164,0.25810898991849357,0.23126197470095006,1.3893470127839471,0.28758863589037187,-0.24460200841817517,-1.0840238464358587,1.4936730149158852,1.4492150115981337
12,0.27787687694512164,0.2581053961684936,0.23126197470095006,1.3893447716193674,0.2875690582368886,-0.24457774130591728,-1.0840241821123857,1.493668842284567,1.4492181182051338
13,0.27787687694512164,0.2581014899184936,0.23126197470095006,1.3893423355088068,0.28754777842472823,-0.24455136467072272,-1.0840245469770675,1.4936643069565512,1.4492214945580508
14,0.27787687694512164,0.25809727116849357,0.23126197470095006,1.389339704436737,0.287524796515358,-0.2445228786777278,-1.084024941029623,1.4936594089670276,1.4492251405584475
15,0.27787687694512164,0.2580927399184936,0.23126197470095006,1.3893368783863853,0.28750011257514885,-0.24449228350525862,-1.0840253642697477,1.4936541483539953,1.4492290561000165
16,0.27787687694512164,0.2580878961684936,0.23126197470095006,1.3893338573397356,0.28747372667537263,-0.24445957934482845,-1.0840258166971124,1.493648525158264,1.4492332410685818
17,0.27787687694512164,0.25808273991849356,0.23126197470095006,1.3893306412775281,0.28744563889220487,-0.24442476640113123,-1.0840262983113627,1.4936425394234503,1.4492376953421056
18,0.27787687694512164,0.25807727116849355,0.23126197470095006,1.3893272301792583,0.28741584930671493,-0.244387844892039,-1.0840268091121197,1.4936361911959775,1.4492424187906825
19,0.27787687694512164,0.2580714899184936,0.23126197470095006,1.3893236240231772,0.2873843580048687,-0.24434881504859393,-1.0840273490989791,1.4936294805250743,1.4492474112765479
20,0.27787687694512164,0.25806539616849355,0.23126197470095006,1.3893198227862906,0.2873511650775207,-0.24430767711500243,-1.08402791827151,1.4936224074627724,1.4492526726540764
21,0.27787687694512164,0.2580589899184936,0.23126197470095006,1.3893158264443597,0.28731627062041376,-0.24426443134863143,-1.0840285166292558,1.4936149720639065,1.4492582027697851
22,0.27787687694512164,0.25805227116849355,0.23126197470095006,1.389311634971899,0.28727967473417326,-0.24421907801999868,-1.0840291441717322,1.4936071743861106,1.4492640014623364
23,0.27787687694512164,0.2580452399184936,0.23126197470095006,1.3893072483421778,0.28724137752430234,-0.2441716174127684,-1.084029800898428,1.4935990144898186,1.4492700685625366
24,0.27787687694512164,0.2580378961684936,0.23126197470095006,1.389302666527218,0.28720137910118027,-0.244122049823742,-1.084030486808803,1.4935904924382601,1.4492764038933441
25,0.27787687694512164,0.25803023991849355,0.23126197470095006,1.389297889497795,0.2871596795800535,-0.24407037556285152,-1.0840312019022897,1.4935816082974618,1.4492830072698657
26,0.27787687694512164,0.2580222711684936,0.23126197470095006,1.3892929172234367,0.2871162790810402,-0.24401659495315378,-1.0840319461782906,1.4935723621362405,1.449289878499366
27,0.27787687694512164,0.25801398991849356,0.23126197470095006,1.3892877496724232,0.28707117772911417,-0.2439607083308176,-1.084032719636178,1.493562754026206,1.4492970173812643
28,0.27787687694512164,0.25800539616849355,0.23126197470095006,1.389282386811786,0.28702437565410666,-0.24390271604511907,-1.0840335222752946,1.4935527840417564,1.4493044237071395
29,0.27787687694512164,0.25799648991849355,0.23126197470095006,1.3892768286073076,0.28697587299070015,-0.24384261845843155,-1.084034354094951,1.4935424522600764,1.449312097260734
