idx,target_x,target_y,target_z,J1_rad,J2_rad,J3_rad,J4_rad,J5_rad,J6_rad
0,0.400542409802501,0.0004743507050211672,0.3198288247571247,0.0023015330795530544,-0.45723790513786833,0.4618409712969662,-0.016110731556869384,0.10817205473899547,0.017645086943238072
1,0.400542409802501,0.0004745069550211672,0.3198288247571247,0.0023026115785807866,-0.4572379032796663,0.46184097013614045,-0.01612065660074169,0.10817207142153434,0.01765507533258178
2,0.400542409802501,0.0004749757050211672,0.3198288247571247,0.002305847075631832,-0.4572378976998359,0.46184096665039975,-0.016150431713927077,0.10817212153140339,0.01768504048218606
3,0.400542409802501,0.0004757569550211672,0.3198288247571247,0.0023112395706095927,-0.4572378883827066,0.4618409608299552,-0.016200056841016917,0.10817220525537397,0.017734982336656335
4,0.400542409802501,0.0004768507050211672,0.3198288247571247,0.0023187890633525657,-0.45723787530216375,0.4618409526584917,-0.01626953188928294,0.1081723229047201,0.01780490080328789
5,0.400542409802501,0.0004782569550211672,0.3198288247571247,0.002328495553633596,-0.4572378584216428,0.46184094211316784,-0.01635885672810792,0.10817247491523246,0.01789479575149659
6,0.400542409802501,0.0004799757050211672,0.3198288247571247,0.0023403590411588187,-0.45723783769413506,0.46184092916461694,-0.01646803118818686,0.10817266184720499,0.01800466701202033
7,0.400542409802501,0.00048200695502116723,0.3198288247571247,0.0023543795255663085,-0.4572378130621835,0.46184091377694514,-0.01659705506050124,0.10817288438543941,0.018134514375893432
8,0.400542409802501,0.00048435070502116724,0.3198288247571247,0.002370557006424419,-0.4572377844578863,0.46184089590773336,-0.016745928095064547,0.10817314333923171,0.01828433759319252
9,0.400542409802501,0.0004870069550211672,0.3198288247571247,0.0023888914832298283,-0.4572377518028934,0.4618408755080363,-0.016914649999440683,0.10817343964237944,0.01845413637155521
10,0.400542409802501,0.0004899757050211672,0.3198288247571247,0.002409382955405283,-0.45723771500840993,0.4618408525223825,-0.017103220437033453,0.10817377435317399,0.018643910374469937
11,0.400542409802501,0.0004932569550211673,0.3198288247571247,0.0024320314222970353,-0.4572376739751922,0.4618408268887745,-0.017311639025149365,0.10817414865438797,0.01885365921933928
12,0.400542409802501,0.0004968507050211672,0.3198288247571247,0.0024568368831719835,-0.4572376285935529,0.46184079853868887,-0.017539905332831264,0.10817456385327728,0.019083382475313992
13,0.400542409802501,0.0005007569550211672,0.3198288247571247,0.002483799337214515,-0.45723757874335513,0.4618407673970758,-0.017788018878465872,0.10817502138156901,0.01933307966090108
14,0.400542409802501,0.0005049757050211672,0.3198288247571247,0.0025129187835230384,-0.4572375242940172,0.46184073338236,-0.0180559791271622,0.1081755227954545,0.01960275024134279
15,0.400542409802501,0.0005095069550211672,0.3198288247571247,0.002544195221106224,-0.457237465104511,0.46184069640643943,-0.018343785487903014,0.10817606977558167,0.019892393625768716
16,0.400542409802501,0.0005143507050211672,0.3198288247571247,0.0025776286488789365,-0.4572374010233622,0.46184065637468696,-0.018651437310469126,0.10817666412704202,0.020202009164120766
17,0.400542409802501,0.0005195069550211673,0.3198288247571247,0.002613219065657873,-0.45723733188864824,0.4618406131859484,-0.018978933882135965,0.10817730777936296,0.020531596143850403
18,0.400542409802501,0.0005249757050211672,0.3198288247571247,0.002650966470156894,-0.45723725752800126,0.46184056673254426,-0.01932627442414288,0.10817800278648546,0.020881153786388787
19,0.400542409802501,0.0005307569550211672,0.3198288247571247,0.0026908708609820584,-0.45723717775860795,0.4618405169002686,-0.019693458087935174,0.10817875132677032,0.02125068124338961
20,0.400542409802501,0.0005368507050211673,0.3198288247571247,0.00273293223662635,-0.45723709238720645,0.4618404635683895,-0.020080483951180103,0.10817955570296016,0.021640177592745957
21,0.400542409802501,0.0005432569550211673,0.3198288247571247,0.002777150595464114,-0.45723700121009037,0.4618404066096492,-0.02048735101355469,0.1081804183421767,0.022049641834379068
22,0.400542409802501,0.0005499757050211673,0.3198288247571247,0.0028235259357451826,-0.4572369040131061,0.4618403458902639,-0.020914058192308137,0.10818134179590153,0.02247907288580169
23,0.400542409802501,0.0005570069550211673,0.3198288247571247,0.0028720582555887037,-0.4572368005716534,0.4618402812699235,-0.021360604317597284,0.10818232873995184,0.022928469577454598
24,0.400542409802501,0.0005643507050211672,0.3198288247571247,0.0029227475529766695,-0.4572366906506864,0.4618402126017921,-0.02182698812759568,0.10818338197445995,0.023397830647816694
25,0.400542409802501,0.0005720069550211673,0.3198288247571247,0.002975593825747143,-0.4572365740047122,0.4618401397325076,-0.02231320826337728,0.108184504423856,0.023887154738289857
26,0.400542409802501,0.0005799757050211672,0.3198288247571247,0.0030305970715871792,-0.4572364503777928,0.4618400625021819,-0.022819263263573735,0.10818569913683133,0.024396440387857446
27,0.400542409802501,0.0005882569550211673,0.3198288247571247,0.0030877572880254564,-0.4572363195035427,0.46183998074440125,-0.023345151558807266,0.10818696928632551,0.024925686027518296
28,0.400542409802501,0.0005968507050211673,0.3198288247571247,0.0031470744724245926,-0.4572361811051304,0.4618398942862253,-0.023890871465897325,0.10818831816948465,0.025474889974494732
29,0.400542409802501,0.0006057569550211673,0.3198288247571247,0.003208548621973171,-0.4572360348952791,0.46183980294818816,-0.024456421181843064,0.10818974920763369,0.02604405042621634
30,0.400542409802501,0.0006149757050211673,0.3198288247571247,0.003272179733677462,-0.4572358805762655,0.4618397065442976,-0.025041798777581465,0.10819126594624547,0.026633165454079465
31,0.400542409802501,0.0006245069550211673,0.3198288247571247,0.0033379678043528416,-0.4572357178399198,0.46183960488203557,-0.025647002191521502,0.10819287205489583,0.027242232996982807
32,0.400542409802501,0.0006343507050211673,0.3198288247571247,0.0034059128306149107,-0.4572355463676261,0.4618394977623578,-0.026272029222854248,0.10819457132723259,0.027871250854638978
33,0.400542409802501,0.0006445069550211674,0.3198288247571247,0.0034760148088703157,-0.45723536583032365,0.46183938497969435,-0.02691687752464035,0.10819636768092827,0.028520216680663513
34,0.400542409802501,0.0006549757050211673,0.3198288247571247,0.0035482737353072615,-0.4572351758885045,0.46183926632194894,-0.027581544596674796,0.10819826515763506,0.029189127975441237
35,0.400542409802501,0.0006657569550211674,0.3198288247571247,0.003622689605885733,-0.45723497619221565,0.46183914157049966,-0.0282660277781293,0.10820026792293148,0.029877982078770213
36,0.400542409802501,0.0006768507050211674,0.3198288247571247,0.0036992624163274066,-0.4572347663810583,0.46183901050019827,-0.028970324239973453,0.10820238026628333,0.030586776162284616
37,0.400542409802501,0.0006882569550211674,0.3198288247571247,0.003777992162105266,-0.4572345460841869,0.46183887287937053,-0.029694430977175224,0.10820460660097019,0.031315507221656935
38,0.400542409802501,0.0006999757050211675,0.3198288247571247,0.0038588788384329156,-0.45723431492031175,0.46183872846981644,-0.030438344800680237,0.10820695146403621,0.03206417206857901
39,0.400542409802501,0.0007120069550211675,0.3198288247571247,0.003941922440253594,-0.45723407249769643,0.4618385770268101,-0.03120206232917287,0.10820941951622891,0.032832767322525
