step,time_s,T_J1_rad,T_J2_rad,T_J3_rad,T_J4_rad,T_J5_rad,T_J6_rad,A_J1_rad,A_J2_rad,A_J3_rad,A_J4_rad,A_J5_rad,A_J6_rad,Eabs_J1_rad,Eabs_J2_rad,Eabs_J3_rad,Eabs_J4_rad,Eabs_J5_rad,Eabs_J6_rad
579,1.4475,1.3531281389189211,0.04151996405745867,0.03616882562306461,-1.0864505867562695,1.4464598723273316,1.4613298661429828,1.3479312069248515,0.02148097540916094,0.06214139314792977,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.005196931994069676,0.02003898864829773,0.02597256752486516,0.002428506286824117,0.0018642760612554987,0.0013907160132204943
580,1.45,1.3532814726662112,0.042379063202198336,0.0352794415597175,-1.0864442320815224,1.4466092618642339,1.4613745913756069,1.3479312069248515,0.023015330795529643,0.06060703776156107,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.005350265741359772,0.019363732406668693,0.025327596201843564,0.0024221516120770392,0.0020136655981577434,0.0014354412458446042
581,1.4525000000000001,1.3534343166812928,0.04323675355613192,0.034390897522871264,-1.086437822319971,1.4467584841827132,1.461418580548764,1.3479312069248515,0.023015330795529643,0.06060703776156107,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.0055031097564413045,0.02022142276060228,0.026216140238689803,0.002415741850525732,0.0021628879166371018,0.0014794304190017815
582,1.455,1.3535866725476502,0.044093035014515336,0.03350319668197184,-1.086431358064484,1.4469075392635484,1.4614618371737793,1.3494655623112202,0.023782508488713994,0.059839860068376716,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.004121110236430026,0.020310526525801342,0.026336663386404877,0.002409277595038617,0.0023119429974722827,0.0015226870440170348
583,1.4575,1.3537385418408434,0.04494790746901284,0.03261634220564964,-1.0864248399044856,1.4470564270825699,1.461504364753883,1.3494655623112202,0.024549686181898345,0.059072682375192365,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.004272979529623244,0.020398221287114493,0.026456340169542722,0.0024027594350402026,0.002460830816493731,0.0015652146241207365
584,1.46,1.3538899261285502,0.045801370807693684,0.03173033726172974,-1.0864182684259727,1.4472051476106955,1.4615461667842427,1.3494655623112202,0.026084041568266825,0.05753832698882366,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.004424363817330024,0.01971732923942686,0.025807989727093923,0.002396187956527296,0.0026095513446193763,0.0016070166544803755
585,1.4625000000000001,1.3540408269706152,0.04665342491502941,0.030845185017241778,-1.0864116442115372,1.4473537008139659,1.4615872467519924,1.3494655623112202,0.027618396954635305,0.056003971602455405,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.004575264659395062,0.019035027960394107,0.025158786585213627,0.0023895637420918714,0.002758104547889717,0.0016480966222300886
586,1.465,1.3541912459190928,0.047504069671890733,0.029960888638429873,-1.0864049678403829,1.4475020866535782,1.4616276081362647,1.3494655623112202,0.027618396954635305,0.056003971602455405,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.004725683607872622,0.01988567271725543,0.02604308296402553,0.002382887370937503,0.0029064903875020143,0.0016884580065024135
587,1.4675,1.3543411845182933,0.048353304955544976,0.029077451290762345,-1.0863982398883454,1.44765030508592,1.4616672544082194,1.3494655623112202,0.028385574647819656,0.0544696162160867,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.00487562220707316,0.01996773030772532,0.025392164925324357,0.0023761594189000146,0.003054708819843821,0.0017281042784571543
588,1.47,1.3544906443048261,0.04920113063965333,0.02819487613894115,-1.0863914609279113,1.4477983560626062,1.4617061890310736,1.3494655623112202,0.029152752341004007,0.0544696162160867,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.005025081993605962,0.020048378298649326,0.02627474007714555,0.0023693804584659084,0.0032027597965300636,0.0017670389013113574
589,1.4725,1.3546396268076455,0.05004754659426864,0.027313166346911256,-1.0863846315282362,1.4479462395305085,1.4617444154601307,1.3494655623112202,0.029919930034188358,0.05370243852290235,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.0051740644964253235,0.02012761656008028,0.026389272175991095,0.002362551058790796,0.0033506432644323514,0.0018052653303683996
590,1.475,1.3547881335480927,0.05089255268583304,0.02643232507786996,-1.0863777522551643,1.4480939554317935,1.4617819371428127,1.3494655623112202,0.03068710772737271,0.052935260829718,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.00532257123687252,0.020205444958460328,0.02650293575184804,0.002355671785718938,0.0034983591657173907,0.0018427870130504065
591,1.4775,1.3549361660399413,0.05173614877717558,0.025552355494275765,-1.086370823671246,1.448241503703953,1.4618187575186856,1.3494655623112202,0.03222146311374141,0.0514009054433493,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.005470603728721102,0.019514685663434173,0.025848549949073533,0.0023487432018005627,0.0036459074378769607,0.0018796073889233433
592,1.48,1.355083725789439,0.05257833472751053,0.024673260757857404,-1.0863638463357563,1.4483888842798391,1.4618548800194904,1.3494655623112202,0.03298864080692576,0.049866550056980596,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.005618163478218863,0.019589693920584766,0.025193289299123192,0.002341765866310963,0.0037932880137629965,0.0019157298897281017
593,1.4825,1.3552308142953513,0.053419110392435326,0.023795044029622417,-1.086356820804714,1.448536097087696,1.4618903080691732,1.3494655623112202,0.03375581850011011,0.049866550056980596,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.005765251984131137,0.019663291892325213,0.02607150602735818,0.0023347403352687035,0.003940500821619786,0.001951157939410919
594,1.485,1.3553774330490038,0.054258475623928645,0.022917708469865773,-1.0863497476308988,1.4486831420511932,1.4619250450839114,1.3494655623112202,0.03375581850011011,0.048332194670611894,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.005911870737783653,0.020502657123818532,0.02541448620074612,0.002327667161453384,0.004087545785117053,0.0019858949541491366
595,1.4875,1.3555235835343253,0.05509643027034919,0.02204125723817829,-1.0863426273638686,1.4488300190894585,1.461959094472145,1.3494655623112202,0.03529017388647859,0.048332194670611894,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.00605802122310517,0.019806256383870596,0.026290937432433603,0.002320546894423181,0.004234422823382378,0.002019944342382729
596,1.49,1.355669267227889,0.05593297417643378,0.02116569349345478,-1.0863354605499795,1.4489767281171098,1.4619924596346023,1.3509999176975889,0.03529017388647859,0.04679783928424319,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.004669349530300071,0.020642800289955188,0.025632145790788412,0.0023133800805341664,0.004381131851033615,0.002053309504840062
597,1.4925,1.3558144855989547,0.05676810718329637,0.020291020393902213,-1.0863282477324017,1.449123269044287,1.4620251439643297,1.3509999176975889,0.037591706966031424,0.04603066159105906,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.004814567901365807,0.019176400217264945,0.02573964119715685,0.0023061672629562935,0.004527672778210867,0.0020859938345674234
598,1.495,1.3559592401095104,0.05760182912842657,0.019417241097047486,-1.086320989451137,1.449269641776684,1.4620571508467197,1.3509999176975889,0.038358884659215775,0.045263483897874934,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.004959322411921541,0.019242944469210793,0.025846242800827448,0.0022989089816916053,0.004674045510607794,0.0021180007169574466
599,1.4975,1.356103532214313,0.05843413984568854,0.018544358759745323,-1.0863136862430371,1.4494158462155815,1.4620884836595383,1.3525342730839576,0.038358884659215775,0.04449630620469058,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.003569259130355329,0.020075255186472768,0.02595194744494526,0.002291605773591776,0.004820249949505362,0.0021493335297759764
600,1.5,1.356247363360929,0.05926503916532041,0.017672376538185673,-1.0863063386418206,1.4495618822578764,1.4621191457729523,1.3525342730839576,0.039126062352400126,0.04372912851150623,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.0037130902769715313,0.020138976812920283,0.02605675197332056,0.0022842581723752087,0.004966285991800268,0.002179995643190047
601,1.5025,1.3563907349897766,0.06009452691393303,0.016801297587901234,-1.0862989471780902,1.4497077497961153,1.4621491405495577,1.3525342730839576,0.03989324004558448,0.04372912851150623,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.0038564619058190086,0.02020128686834855,0.026927830923604998,0.002276866708644798,0.005112153530039132,0.0022099904197954157
602,1.5050000000000001,1.3565336485341648,0.060922602914509516,0.015931125063774604,-1.0862915123793486,1.4498534487185237,1.4621784713444066,1.3525342730839576,0.04066041773876883,0.04219477312513753,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.003999375450207232,0.020262185175740688,0.026263648061362926,0.0022694319099032523,0.005257852452447587,0.0022393212146443187
603,1.5075,1.356676105420333,0.06174926698640457,0.015061862120045486,-1.0862840347700176,1.4499989789090373,1.4622071415050337,1.3525342730839576,0.04142759543195318,0.04066041773876883,-1.0840220804694454,1.4445955962660761,1.4599391501297623,0.0041418323363753284,0.020321671554451394,0.025598555618723342,0.0022619543005721887,0.005403382642961141,0.00226799137527145
604,1.51,1.3568181070674916,0.06257451894534413,0.014193511910317532,-1.0862765148714526,1.450144340247334,1.4622351543714842,1.3525342730839576,0.04296195081832188,0.03989324004558448,-1.0840220804694454,1.4461299516524448,1.4599391501297623,0.004283833983534047,0.01961256812702225,0.025699728135266945,0.0022544344020072327,0.004014388594889118,0.0022960042417219384
605,1.5125,1.356959654887862,0.06339835860342513,0.013326077587564964,-1.0862689532019612,1.4502895326088623,1.4622625132763403,1.3540686284703263,0.04372912851150623,0.039126062352400126,-1.0840220804694454,1.4461299516524448,1.4599391501297623,0.0028910264175356915,0.0196692300919189,0.025799984764835162,0.002246872732515781,0.004159580956417441,0.0023233631465779947
606,1.5150000000000001,1.3571007502867147,0.06422078576911523,0.012459562304139353,-1.0862613502768181,1.4504345558648728,1.4622892215447472,1.3540686284703263,0.04449630620469058,0.038358884659215775,-1.0840220804694454,1.4461299516524448,1.4599391501297623,0.0030321218163884556,0.01972447956442465,0.025899322355076422,0.002239269807372768,0.004304604212427954,0.002350071414984889
607,1.5175,1.3572413946624087,0.0650418002472529,0.01159396921177589,-1.0862537066082827,1.4505794098824483,1.4623152824944392,1.3540686284703263,0.045263483897874934,0.037591706966031424,-1.0840220804694454,1.4461299516524448,1.4599391501297623,0.003172766192082399,0.01977831634937796,0.025997737754255533,0.002231626138837317,0.0044494582300034224,0.0023761323646769306
608,1.52,1.35738158940643,0.06586140183904719,0.010729301461599722,-1.0862460227056143,1.4507240945245325,1.4623406994357686,1.3540686284703263,0.04603066159105906,0.037591706966031424,-1.0840220804694454,1.4476643070388135,1.4599391501297623,0.0033129609361037815,0.01983074024798813,0.026862405504431704,0.002223942236168952,0.003059787485719001,0.002401549306006334
609,1.5225,1.3575213359034304,0.0666795903420786,0.009865562204131977,-1.0862382990750903,1.4508686096499614,1.4623654756717284,1.3540686284703263,0.046797839284243414,0.03605735157966272,-1.0840220804694454,1.4476643070388135,1.4599391501297623,0.0034527074331041074,0.019881751057835184,0.026191789375530745,0.002216218605644915,0.0032043026111479023,0.00242632554196609
610,1.5250000000000001,1.3576606355312655,0.0674963655502987,0.009002754589295638,-1.0862305362200197,1.4510129551134914,1.46238961449798,1.3540686284703263,0.048332194670611894,0.034522996193294464,-1.0840220804694454,1.4476643070388135,1.4599391501297623,0.0035920070609392063,0.019164170879686804,0.025520241603998826,0.0022084557505743785,0.003348648074677829,0.0024504643682177196
611,1.5275,1.357799489661033,0.06831172725403116,0.008140881766421396,-1.0862227346407602,1.4511571307658284,1.4624131192028782,1.3540686284703263,0.049099372363796245,0.03375581850011011,-1.0840220804694454,1.4491986624251822,1.4599391501297623,0.003730861190706758,0.019212354890234914,0.02561493673368872,0.0022006541713148753,0.001958468340646169,0.0024739690731159225
612,1.53,1.3579378996571083,0.06912567523997191,0.007279946884253109,-1.0862148948347348,1.4513011364536585,1.462435993067497,1.3540686284703263,0.049866550056980596,0.03298864080692576,-1.0840220804694454,1.4491986624251822,1.4599391501297623,0.0038692711867820417,0.01925912518299132,0.02570869392267265,0.002192814365289397,0.0021024740284762977,0.002496842937734778
613,1.5325,1.3580758668771855,0.06993820929119035,0.006419953090953336,-1.0862070172964464,1.4514449720196752,1.462458239365656,1.3540686284703263,0.05063372775016495,0.03298864080692576,-1.0840220804694454,1.4491986624251822,1.4599391501297623,0.004007238406859237,0.019304481541025403,0.026568687715972428,0.0021849368270010494,0.0022463095944929012,0.0025190892358937234
614,1.5350000000000001,1.3582133926723108,0.07074932918712984,0.0055609035341083815,-1.0861991025174937,1.451588637302609,1.4624798613639436,1.3540686284703263,0.05063372775016495,0.03222146311374141,-1.0840220804694454,1.4491986624251822,1.4599391501297623,0.004144764201984508,0.02011560143696489,0.02666055957963303,0.0021770220480483715,0.0023899748774267593,0.0025407112341813143
615,1.5375,1.3583504783869216,0.07155903470360869,0.004702801360733594,-1.0861911509865871,1.451732132137256,1.462500862321743,1.3540686284703263,0.05216808313653365,0.03145428542055706,-1.0840220804694454,1.4491986624251822,1.4599391501297623,0.004281849916595304,0.019390951567075043,0.026751484059823465,0.002169070517141769,0.0025334697120737992,0.0025617121919807584
616,1.54,1.3584871253588826,0.07236732561282157,0.0038456497172781046,-1.0861831631895638,1.4518754563545053,1.4625212454912573,1.355602983856695,0.052935260829718,0.029919930034188358,-1.0840220804694454,1.4491986624251822,1.4599391501297623,0.0028841415021876315,0.019432064783103567,0.026074280316910253,0.00216108272011839,0.0026767939293230736,0.002582095361495007
617,1.5425,1.3586233349195216,0.07317420168334046,0.002989451749629635,-1.0861751396094026,1.4520186097813685,1.4625410141175337,1.355602983856695,0.05370243852290235,0.028385574647819656,-1.0840220804694454,1.4491986624251822,1.461473505516131,0.0030203510628266095,0.01947176316043811,0.025396122898190022,0.002153059139957225,0.002819947356186292,0.0010675086014027002
618,1.545,1.358759108393666,0.07397966268011624,0.0021342106031189668,-1.0861670807262398,1.4521615922410072,1.4625601714384886,1.355602983856695,0.0544696162160867,0.028385574647819656,-1.0840220804694454,1.450733017811551,1.461473505516131,0.0031561245369711166,0.01951004646402954,0.02625136404470069,0.002145000256794427,0.0014285744294562086,0.0010866659223576214
619,1.5475,1.3588944470996798,0.07478370836447974,0.001279929422524483,-1.0861589870173844,1.4523044035527595,1.4625787206849319,1.355602983856695,0.055236793909271054,0.026851219261450954,-1.0840220804694454,1.450733017811551,1.461473505516131,0.0032914632429847934,0.01954691445520869,0.02557128983892647,0.002136906547939077,0.0015713857412085197,0.0011052151688009104
620,1.55,1.3590293523494967,0.07558633849414395,0.0004266113520762552,-1.0861508589573325,1.4524470435321706,1.4625966650805893,1.355602983856695,0.055236793909271054,0.026851219261450954,-1.0840220804694454,1.450733017811551,1.461473505516131,0.003426368492801757,0.020349544584872897,0.0264246079093747,0.002128778487887173,0.0017140257206196274,0.0011231595644582981
621,1.5525,1.3591638254486569,0.07638755282320535,-0.00042574046453981967,-1.0861426970177819,1.452589511991017,1.4626140078421292,1.355602983856695,0.056771149295639534,0.025316863875082696,-1.0840220804694454,1.450733017811551,1.4630078609024997,0.003560841591961905,0.019616403527565815,0.025742604339622516,0.002120616548336507,0.001856494179466095,0.00039385306037043044
622,1.555,1.3592978676963432,0.07718735110214586,-0.001277122884178207,-1.0861345016676476,1.4527318087373366,1.4626307521791846,1.3571373392430637,0.05753832698882366,0.025316863875082696,-1.0840220804694454,1.450733017811551,1.4630078609024997,0.00216052845327952,0.0196490241133222,0.026593986759260904,0.002112421198202208,0.0019987909257856984,0.0003771087233150894
623,1.5575,1.359431480385414,0.07798573307783502,-0.0021275327642300296,-1.0861262733730763,1.452873933575453,1.4626469012943777,1.3571373392430637,0.059072682375192365,0.023782508488713994,-1.0840220804694454,1.450733017811551,1.4630078609024997,0.00229414114235027,0.018913050702642653,0.02591004125294402,0.0021041929036309526,0.0021409157639020737,0.00036095960812199124
624,1.56,1.359564664802439,0.07878269849353167,-0.0029769669626194214,-1.0861180125974605,1.4530158863060056,1.4626624583833423,1.3571373392430637,0.059839860068376716,0.02224815310234529,-1.0840220804694454,1.450733017811551,1.4630078609024997,0.002427325559375415,0.018942838425154956,0.025225120064964714,0.0020959321280151766,0.002282868494454693,0.0003454025191573784
625,1.5625,1.3596974222277332,0.07957824708888667,-0.0038254223378002814,-1.0861097198014535,1.4531576667259745,1.4626774266347482,1.3571373392430637,0.06060703776156107,0.02224815310234529,-1.0840220804694454,1.4522673731979197,1.4630078609024997,0.002560082984669476,0.0189712093273256,0.026073575440145574,0.002087639332008173,0.0008902935280548085,0.0003304342677514782
626,1.565,1.3598297539353918,0.08037237859994467,-0.004672895748753064,-1.086101395442983,1.4532992746287068,1.4626918092303238,1.3571373392430637,0.06137421545474542,0.02071379771597659,-1.0840220804694454,1.4522673731979197,1.4630078609024997,0.002692414692328171,0.018998163145199254,0.025386693464729652,0.002079314973537638,0.00103190143078713,0.0003160516721758544
627,1.5675000000000001,1.3599616611933227,0.08116509275914732,-0.005519384054981704,-1.0860930399772664,1.4534407098039446,1.4627056093448798,1.3571373392430637,0.06137421545474542,0.02071379771597659,-1.0840220804694454,1.4522673731979197,1.4645422162888684,0.0028243219502590566,0.019790877304401905,0.02623318177095829,0.002070959507820991,0.0011733366060249217,0.0018366069439885724
628,1.57,1.360093145263282,0.08195638929533512,-0.0063648841165108395,-1.0860846538568243,1.45358197203785,1.4627188301463305,1.3571373392430637,0.06290857084111412,0.019179442329607888,-1.0840220804694454,1.4522673731979197,1.4645422162888684,0.002955806020218388,0.019047818454221002,0.025544326446118728,0.0020625733873789187,0.0013145988399303477,0.0018233861425378528
629,1.5725,1.3602242074009063,0.08274626793375042,-0.007209392793882991,-1.0860762375314943,1.4537230611130323,1.4627314747957176,1.3571373392430637,0.06290857084111412,0.019179442329607888,-1.0840220804694454,1.4522673731979197,1.4645422162888684,0.0030868681578426482,0.019837697092636303,0.026388835123490877,0.0020541570620489225,0.0014556879151126356,0.001810741493150747
630,1.575,1.3603548488557458,0.08353472839604068,-0.00805290694815631,-1.0860677914484453,1.4538639768085728,1.4627435464472334,1.3571373392430637,0.06444292622748282,0.016877909250054834,-1.0840220804694454,1.4522673731979197,1.4645422162888684,0.003217509612682079,0.019091802168557853,0.024930816198211143,0.0020457109789999706,0.001596603610653169,0.0017986698416350144
631,1.5775000000000001,1.3604850708712979,0.08432177040026081,-0.008895423440902028,-1.086059316052192,1.4540047189000525,1.462755048248241,1.3571373392430637,0.06444292622748282,0.016110731556870483,-1.0840220804694454,1.4522673731979197,1.4645422162888684,0.0033477316282342073,0.019878844172777993,0.025006154997772513,0.0020372355827467103,0.0017373457021327976,0.001787168040627396
632,1.58,1.3606148746850406,0.08510739366087637,-0.009736939134202423,-1.0860508117846075,1.4541452871595753,1.462765983339298,1.3571373392430637,0.06597728161385152,0.014576376170502225,-1.0840220804694454,1.4522673731979197,1.4645422162888684,0.003477535441976931,0.019130112047024847,0.02431331530470465,0.0020287313151621245,0.0018779139616555973,0.0017762329495703
633,1.5825,1.3607442615284637,0.08589159788876692,-0.010577450890648685,-1.0860422790849376,1.454285681355796,1.4627763548541792,1.3571373392430637,0.06597728161385152,0.014576376170502225,-1.0840220804694454,1.4522673731979197,1.4645422162888684,0.0036069222854000493,0.019914316274915397,0.02515382706115091,0.002020198615492186,0.002018308157876403,0.0017658614346891532
634,1.585,1.3608732326271018,0.08667438279122949,-0.011416955573339391,-1.0860337183898143,1.4544259012539444,1.462786165919896,1.3571373392430637,0.06674445930703587,0.013809198477317874,-1.0840220804694454,1.4522673731979197,1.4645422162888684,0.0037358933840381248,0.019929923484193618,0.025226154050657264,0.0020116379203689583,0.002158528056024789,0.0017560503689724172
635,1.5875000000000001,1.3610017892005664,0.0874557480719815,-0.01225545004587858,-1.0860251301332693,1.4545659466158507,1.4627954196567199,1.3571373392430637,0.06827881469340413,0.013042020784133523,-1.0840220804694454,1.4522673731979197,1.4645422162888684,0.0038644499575026803,0.01917693337857737,0.025297470830012103,0.0020030496638239192,0.002298573417931049,0.0017467966321484951
636,1.59,1.361129932462578,0.08823569343116486,-0.013092931172374488,-1.0860165147467473,1.4547058171999703,1.4628041191782037,1.3571373392430637,0.07058034777295719,0.00997331001139612,-1.0840220804694454,1.4538017285842884,1.4645422162888684,0.003992593219514395,0.017655345658207672,0.023066241183770608,0.0019944342773019486,0.0009040886156819194,0.0017380971106646381
637,1.5925,1.3612576636209985,0.08901421856534936,-0.013929395817438194,-1.0860078726591202,1.4548455127614102,1.4628122675912028,1.3571373392430637,0.07211470315932589,0.008438954625027417,-1.0840220804694454,1.4538017285842884,1.4645422162888684,0.004120324377934859,0.01689951540602347,0.02236835044246561,0.001985792189674873,0.0010437841771218093,0.0017299486976656286
638,1.595,1.3613849838778604,0.0897913231675364,-0.014764840846182539,-1.0859992042966984,1.4549850330519518,1.4628198679958961,1.3571373392430637,0.07211470315932589,0.008438954625027417,-1.0840220804694454,1.4538017285842884,1.4645422162888684,0.004247644634796766,0.017676620008210506,0.023203795471209956,0.0019771238272530134,0.0011833044676634596,0.0017223482929722422
639,1.5975000000000001,1.3615118944294005,0.09056700692716316,-0.015599263124221188,-1.0859905100832459,1.4551243778200766,1.4628269234858076,1.3571373392430637,0.07288188085251024,0.006904599238658715,-1.0840220804694454,1.4538017285842884,1.4645422162888684,0.0043745551863367815,0.017685126074652918,0.022503862362879903,0.001968429613800504,0.0013226492357882869,0.0017152928030608194
640,1.6,1.3616383964660899,0.09134126953010627,-0.016432659517667866,-1.085981790439992,1.4552635468109918,1.4628334371478253,1.3571373392430637,0.07364905854569459,0.006137421545474364,-1.0840220804694454,1.4538017285842884,1.4645422162888684,0.004501057223026184,0.017692210984411677,0.02257008106314223,0.0019597099705466192,0.0014618182267034374,0.0017087791410430597
641,1.6025,1.361764491172665,0.09211411065868631,-0.01726502689313579,-1.0859730457856451,1.4554025397666521,1.4628394120622261,1.3571373392430637,0.07518341393206329,0.005370243852290013,-1.0840220804694454,1.4538017285842884,1.4645422162888684,0.004627151929601281,0.01693069672662302,0.022635270745425803,0.0019509653161997598,0.0016008111823637705,0.0017028042266422627
642,1.605,1.361890179728158,0.0928855299916718,-0.0180963621177373,-1.0859642765364057,1.4555413564257864,1.4628448513026913,1.3571373392430637,0.07518341393206329,0.003835888465921755,-1.0840220804694454,1.4538017285842884,1.4645422162888684,0.0047528404850942785,0.017702116059608503,0.021932250583659055,0.0019421960669603333,0.0017396278414980593,0.001697364986177119
643,1.6075,1.3620154633059276,0.09365552720428355,-0.018926662059083558,-1.085955483105978,1.455679996523921,1.4628497579363302,1.3586716946294324,0.07595059162524764,0.003835888465921755,-1.0840220804694454,1.4538017285842884,1.4645422162888684,0.003343768676495218,0.017704935579035908,0.022762550525005313,0.0019334026365325219,0.0018782679396327495,0.0016924583525381731
644,1.61,1.3621403430736894,0.09442410196819963,-0.019755923585284645,-1.0859466659055836,1.4558184597934032,1.4628541350236992,1.3586716946294324,0.07671776931843177,0.003068710772737404,-1.0840220804694454,1.4538017285842884,1.4645422162888684,0.003468648444256983,0.017706332649767856,0.02282463435802205,0.0019245854361382708,0.0020167312091148304,0.0016880812651691723
645,1.6125,1.3622648201935457,0.09519125395155936,-0.020584143564949524,-1.0859378253439744,1.4559567459634255,1.4628579856188229,1.3586716946294324,0.07748494701161612,0.002301533079553053,-1.0840220804694454,1.4538017285842884,1.4645422162888684,0.0035931255641132864,0.01770630693994324,0.022885676644502577,0.0019157448745290573,0.0021550173791371474,0.0016842306700455278
646,1.615,1.362388895822015,0.0959569828189684,-0.02141131886718647,-1.0859289618274444,1.4560948547600496,1.4628613127692125,1.3586716946294324,0.07825212470480025,0.002301533079553053,-1.0840220804694454,1.4538017285842884,1.4645422162888684,0.0037172011925825643,0.01770485811416815,0.023712851946739524,0.0019068813579989907,0.002293126175761273,0.0016809035196558852
647,1.6175,1.362512571110062,0.09672128823150362,-0.022237446361603533,-1.0859200757598422,1.4562327859062292,1.462864119515886,1.3586716946294324,0.07978648009116895,0.000767177693184351,-1.0840220804694454,1.4538017285842884,1.4645422162888684,0.0038408764806296958,0.01693480814033467,0.023004624054787884,0.0018979952903968034,0.0024310573219408216,0.0016780967729823626
648,1.62,1.3626358472031281,0.09748416984671779,-0.023062522918309174,-1.085911167542584,1.4563705391218345,1.4628664088933887,1.3586716946294324,0.0805536577843533,-0.000767177693184351,-1.0840220804694454,1.4538017285842884,1.4645422162888684,0.003964152573695756,0.016930512062364483,0.022295345225124823,0.0018890870731387288,0.0025688105375460957,0.0016758073954796782
649,1.6225,1.3627587252411582,0.09824562731864483,-0.02388654540791313,-1.0859022375746659,1.4565081141236753,1.4628681839298112,1.3586716946294324,0.08132083547753766,-0.000767177693184351,-1.0840220804694454,1.4538017285842884,1.4645422162888684,0.004087030611725773,0.01692479184110718,0.023119367714728778,0.0018801571052204924,0.0027063855393869574,0.0016740323590571649
650,1.625,1.3628812063586317,0.09900566029780508,-0.024709510701527448,-1.0858932862526747,1.4566455106255227,1.4628694476468103,1.3586716946294324,0.08132083547753766,-0.002301533079553053,-1.0840220804694454,1.4538017285842884,1.4645422162888684,0.004209511729199367,0.017684824820267425,0.022407977621974395,0.0018712057832293016,0.002843782041234366,0.00167276864205812
651,1.6275,1.3630032916845918,0.09976426843121058,-0.025531415670767735,-1.0858843139708017,1.4567827283381347,1.4628702030596257,1.3586716946294324,0.08285519086390636,-0.002301533079553053,-1.0840220804694454,1.4538017285842884,1.4645422162888684,0.004331597055159397,0.016909077567304226,0.02322988259121468,0.0018622335013562807,0.0029809997538463584,0.0016720132292427081
652,1.6300000000000001,1.3631249823426712,0.10052145136237023,-0.02635225718775449,-1.0858753211208545,1.456919766969277,1.462870453177102,1.3586716946294324,0.08362236855709071,-0.003835888465921755,-1.0840220804694454,1.4538017285842884,1.4645422162888684,0.004453287713238829,0.01689908280527952,0.022516368721832734,0.001853240651409127,0.0031180383849886972,0.0016717631117664222
653,1.6325,1.3632462794511246,0.10127720873129557,-0.027172032125114598,-1.0858663080922686,1.4570566262237472,1.4628702010017052,1.3586716946294324,0.08438954625027506,-0.003835888465921755,-1.0840220804694454,1.4538017285842884,1.4645422162888684,0.0045745848216922624,0.016887662481020513,0.023336143659192843,0.0018442276228232135,0.0032548976394588536,0.0016720152871632088
654,1.635,1.3633671841228538,0.10203154017450652,-0.027990737355983245,-1.0858572752721187,1.4571933058033963,1.4628694495295416,1.3602060500158002,0.08515672394345941,-0.005370243852290013,-1.0840220804694454,1.4538017285842884,1.4645422162888684,0.0031611341070536536,0.016874816231047113,0.02262049350369323,0.0018351948026733567,0.0033915772191079885,0.0016727667593268158
655,1.6375,1.363487697465437,0.10278444532503682,-0.028808369754005733,-1.085848223045132,1.4573298054071528,1.462868201750377,1.3602060500158002,0.08592390163664376,-0.005370243852290013,-1.0840220804694454,1.4538017285842884,1.4645422162888684,0.003281647449636882,0.016860543688393057,0.02343812590171572,0.0018261425756866956,0.00352807682286449,0.001674014538491475
656,1.6400000000000001,1.3636078205811577,0.10353592381244019,-0.029624926193339552,-1.0858391517936994,1.4574661247310439,1.462866460647655,1.3602060500158002,0.08669107932982789,-0.006904599238658715,-1.0840220804694454,1.4538017285842884,1.4645422162888684,0.003401770565357509,0.016844844482612295,0.022720326954680837,0.001817071324254016,0.003664396146755511,0.0016757556412134722
657,1.6425,1.3637275545670302,0.10428597526279614,-0.030440403548656778,-1.0858300618978864,1.4576022634682178,1.4628642291985146,1.3602060500158002,0.08745825702301224,-0.006904599238658715,-1.0840220804694454,1.4538017285842884,1.4645422162888684,0.0035215045512300147,0.016827718239783893,0.023535804309998062,0.0018079814284410745,0.003800534883929396,0.0016779870903538274
