step,time_s,T_J1_rad,T_J2_rad,T_J3_rad,T_J4_rad,T_J5_rad,T_J6_rad,A_J1_rad,A_J2_rad,A_J3_rad,A_J4_rad,A_J5_rad,A_J6_rad,Eabs_J1_rad,Eabs_J2_rad,Eabs_J3_rad,Eabs_J4_rad,Eabs_J5_rad,Eabs_J6_rad
216,0.54,1.3042325073039844,-0.17941994133907554,0.24432966183984056,-1.0850343302884848,1.4092674125476703,1.4269382395838333,1.3003661899474235,-0.1917944232960802,0.2600732379894848,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.0038663173565609554,0.012374481957004663,0.015743576149644223,0.001012249819039468,0.0060994117135482195,0.0038236187269189426
217,0.5425,1.3043220413612884,-0.1790912198705999,0.24405028475484608,-1.0850424257013118,1.4093233847148445,1.4270247146238038,1.3003661899474235,-0.1917944232960802,0.2600732379894848,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.003955851413864897,0.012703203425480314,0.016022953234638704,0.0010203452318664485,0.006155383880722454,0.003910093766889444
218,0.545,1.3044119298669896,-0.17876097449732453,0.24376952205809188,-1.0850505354827957,1.4093796055405352,1.42711147949382,1.3003661899474235,-0.19102724560289586,0.25930606029630043,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.004045739919566138,0.012266271105571325,0.015536538238208553,0.00102845501335036,0.006211604706413132,0.003996858636905687
219,0.5475,1.304502172061432,-0.17842920513054766,0.2434873724154018,-1.0850586593421254,1.4094360749387986,1.4271985327044068,1.3003661899474235,-0.1902600679097115,0.2585388826031161,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.004135982114008563,0.011830862779163842,0.015051510187714279,0.0010365788726800496,0.006268074104676558,0.004083911847492461
220,0.55,1.304592767182714,-0.17809591168084535,0.24320383448600236,-1.0850667969877446,1.4094927928244059,1.4272858727597875,1.3003661899474235,-0.1902600679097115,0.2585388826031161,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.004226577235290518,0.012164156228866158,0.015335048117113725,0.0010447165182991824,0.006324791990283796,0.004171251902873152
221,0.5525,1.3046837144667045,-0.17776109405806628,0.24291890692251478,-1.0850749481273612,1.409549759112855,1.4273734981578903,1.3003661899474235,-0.1902600679097115,0.2570045272167476,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.004317524519281024,0.012498973851645223,0.014085620294232826,0.0010528676579157903,0.006381758278732885,0.004258877300975961
222,0.555,1.3047750131470568,-0.1774247521713256,0.24263258837094703,-1.0850831124679539,1.4096069737203858,1.4274614073903538,1.3003661899474235,-0.18949289021652715,0.2570045272167476,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.004408823199633316,0.012068138045201543,0.01437193884580057,0.0010610319985084882,0.006438972886263716,0.004346786533439451
223,0.5575,1.3048666624552245,-0.17708688592899943,0.2423448774706861,-1.0850912897157783,1.4096644365639934,1.4275495989425333,1.3003661899474235,-0.18949289021652715,0.2570045272167476,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.0045004725078010566,0.012406004287527722,0.014659649746061515,0.001069209246332914,0.006496435729871353,0.00443497808561899
224,0.56,1.3049586616204758,-0.17674749523871888,0.24205577285448965,-1.085099479576375,1.409722147561442,1.427638071293507,1.3003661899474235,-0.18949289021652715,0.2554701718303789,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.004592471673052323,0.012745394977808272,0.013414398975889252,0.0010773991069297217,0.0065541467273200205,0.004523450436592746
225,0.5625,1.3050510098699093,-0.17640658000736437,0.24176527314847807,-1.085107681754576,1.4097801066312787,1.4277268229160827,1.3003661899474235,-0.18795853483015845,0.2554701718303789,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.004684819922485817,0.011551954822794086,0.013704898681900834,0.0010856012851305774,0.006612105797156653,0.004612202059168347
226,0.5650000000000001,1.3051437064284679,-0.17606414014105914,0.24147337697212617,-1.0851158959545115,1.4098383136928463,1.4278158522768023,1.3003661899474235,-0.18795853483015845,0.2554701718303789,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.004777516481044408,0.011894394689099308,0.013996794858252726,0.001093815485066152,0.006670312858724214,0.004701231419887986
227,0.5675,1.3052367505189555,-0.17572017554516378,0.241180082938255,-1.085124121879618,1.4098967686662993,1.4279051578359505,1.3003661899474235,-0.18795853483015845,0.2554701718303789,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.004870560571532012,0.012238359284994671,0.014290088892123909,0.0011020414101725606,0.00672876783217724,0.004790536979036197
228,0.5700000000000001,1.30533014136205,-0.17537468612426999,0.2408853896530233,-1.085132359232645,1.4099554714726155,1.4279947380475593,1.3003661899474235,-0.18642417944378997,0.2539358164440102,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.004963951414626466,0.011049493319519987,0.013050426790986891,0.0011102787631995792,0.006787470638493387,0.004880117190644961
229,0.5725,1.3054238781763208,-0.17502767178219408,0.24058929571591942,-1.0851406077156613,1.4100144220336115,1.4280845913594133,1.3003661899474235,-0.18642417944378997,0.2539358164440102,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.005057688228897295,0.01139650766159589,0.013346520728090783,0.0011185272462159723,0.006846421199489416,0.004969970502499033
230,0.5750000000000001,1.305517960178241,-0.17467913242197142,0.2402917997197524,-1.0851488670300624,1.4100736202719553,1.428174716213058,1.3003661899474235,-0.18642417944378997,0.2539358164440102,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.005151770230817476,0.011745047021818555,0.013644016724257801,0.0011267865606170435,0.006905619437833188,0.005060095356143712
231,0.5775,1.305612386582206,-0.17432906794584963,0.2399929002506437,-1.0851571368765793,1.4101330661111822,1.428265111043805,1.3019005453337913,-0.18565700175060562,0.25316863875082585,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.0037118412484147267,0.011327933804755996,0.013175738500182138,0.0011350564071339608,0.00696506527706009,0.005150490186890622
232,0.58,1.3057071566005458,-0.17397747825528237,0.23969259588801833,-1.0851654169552822,1.4101927594757064,1.4283557742807371,1.3019005453337913,-0.18488982405742127,0.2524014610576417,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.0038066112667545227,0.0109123458021389,0.012708865169623385,0.0011433364858368655,0.007024758641584361,0.005241153423822809
233,0.5825,1.3058022694435412,-0.17362436325092312,0.2393908852045964,-1.085173706965591,1.4102527002908367,1.4284467043467162,1.3019005453337913,-0.18488982405742127,0.2524014610576417,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.003901724109749871,0.011265460806498151,0.013010575853045325,0.0011516264961455303,0.007084699456714638,0.005332083489801853
234,0.585,1.3058977243194392,-0.17326972283261866,0.239087766766384,-1.0851820066062803,1.41031288848279,1.4285378996583877,1.3019005453337913,-0.18488982405742127,0.2524014610576417,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.003997178985647887,0.011620101224802615,0.013313694291257727,0.00115992613683491,0.007144887648667941,0.005423278801473419
235,0.5875,1.3059935204344686,-0.17291355689940252,0.23878323913266425,-1.0851903155754878,1.4103733239787053,1.428629358626189,1.3019005453337913,-0.18412264636423714,0.2524014610576417,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.0040929751006772985,0.01120908946483462,0.01361822192497747,0.00116823510604247,0.00720532314458322,0.00551473776927458
236,0.59,1.3060896569928533,-0.17255586534948839,0.23847730085598878,-1.08519863357072,1.4104340067066579,1.428721079654352,1.3019005453337913,-0.18412264636423714,0.2524014610576417,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.004189111659061995,0.011566781014748756,0.013924160201652935,0.0011765531012746244,0.007266005872535786,0.005606458797437597
237,0.5925,1.3061861331968299,-0.17219664808026347,0.23816995048216824,-1.0852069602888608,1.4104949365956736,1.428813061140913,1.3019005453337913,-0.18412264636423714,0.2524014610576417,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.004285587863038565,0.011925998283973671,0.014231510575473477,0.0011848798194153964,0.007326935761551523,0.005698440283998796
238,0.595,1.3062829482466616,-0.17183590498828197,0.23786118655026334,-1.0852152954261776,1.410556113575742,1.428905301477716,1.3019005453337913,-0.1833554686710528,0.2524014610576417,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.004382402912870287,0.011519563682770823,0.014540274507378381,0.0011932149567321915,0.00738811274161999,0.00579068062080168
239,0.5975,1.3063801013406537,-0.171473635969258,0.23755100759257558,-1.0852236386783292,1.4106175375778323,1.4289977990504201,1.3019005453337913,-0.18258829097786844,0.2524014610576417,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.004479556006862451,0.011114655008610447,0.014850453465066138,0.0012015582088837906,0.007449536743710183,0.005883178193505811
240,0.6,1.306477591675169,-0.17110984091805898,0.23723941213463795,-1.0852319897403722,1.4106792085339062,1.4290905522385053,1.3019005453337913,-0.18258829097786844,0.2524014610576417,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.004577046341377677,0.011478450059809464,0.015162048923003768,0.00120990927092679,0.007511207699784084,0.0059759313815910264
241,0.6025,1.3065754184446425,-0.1707445197286989,0.2369263986952056,-1.0852403483067687,1.4107411263769323,1.4291835594152786,1.30343490072016,-0.18258829097786844,0.2524014610576417,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.003140517724482539,0.011843771249169549,0.01547506236243612,0.0012182678373233724,0.0075731255428101996,0.006068938558364323
242,0.605,1.3066735808415983,-0.17037767229433082,0.23661196578624638,-1.085248714071394,1.4108032910409007,1.42927681894788,1.30343490072016,-0.18258829097786844,0.25163428336445737,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.003238680121438353,0.012210618683537622,0.015022317578210986,0.0012266336019486346,0.0076352902067786665,0.0061621980909656315
243,0.6075,1.3067720780566625,-0.1700092985072403,0.23629611191293112,-1.0852570867275415,1.4108657024608369,1.4293703291972881,1.30343490072016,-0.1818211132846841,0.25163428336445737,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.003337177336502517,0.01181181477744378,0.015338171451526245,0.0012350062580961385,0.007697701626714792,0.006255708340373811
244,0.61,1.306870909278581,-0.16963939825883828,0.23597883557362426,-1.0852654659679324,1.4109283605728165,1.4294640885183276,1.30343490072016,-0.1818211132846841,0.25163428336445737,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.0034360085584210776,0.012181715025845807,0.01565544779083311,0.0012433854984870152,0.007760359738694378,0.0063494676614133105
245,0.6125,1.3069700736942327,-0.16926797143965366,0.23566013525987378,-1.085273851484722,1.410991265313979,1.429558095259673,1.30343490072016,-0.18105393559149974,0.25163428336445737,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.0035351729740726867,0.011785964151846073,0.015974148104583585,0.001251771015276626,0.007823264479856817,0.006443474402758609
246,0.615,1.3070695704886461,-0.16889501793932635,0.2353400094564018,-1.0852822429695066,1.4110544166225423,1.4296523477638565,1.30343490072016,-0.18105393559149974,0.25163428336445737,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.003634669768486143,0.01215891765217339,0.016294273908055573,0.0012601625000612238,0.007886415788420198,0.0065377269069422095
247,0.6175,1.3071693988450146,-0.16852053764659958,0.2350184566410944,-1.0852906401133304,1.4111178144378176,1.4297468443672732,1.30343490072016,-0.18105393559149974,0.25163428336445737,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.0037344981248546016,0.01253339794490016,0.01661582672336298,0.0012685596438850588,0.00794981360369551,0.006632223510358859
248,0.62,1.3072695579447111,-0.16814453044931307,0.23469547528499157,-1.085299042606694,1.4111814587002227,1.429841583400187,1.30343490072016,-0.1802867578983154,0.25163428336445737,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.003834657224551119,0.012142227449002313,0.016938808079465795,0.001276962137248594,0.008013457866100637,0.006726962543272652
249,0.6225,1.3073700469673044,-0.16776699623439525,0.23437106385227752,-1.0853074501395599,1.411245349351297,1.4299365631867378,1.30343490072016,-0.1802867578983154,0.25163428336445737,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.0039351462471444165,0.012519761663920131,0.01726321951217985,0.0012853696701145,0.00807734851717501,0.006821942329823472
250,0.625,1.3074708650905738,-0.1673879348878557,0.2340452208002701,-1.0853158624013604,1.411309486333717,1.4300317820449453,1.30343490072016,-0.17951958020513104,0.25163428336445737,-1.0840220804694454,1.403168000834122,1.4231146208569143,0.004035964370413758,0.012131645317275341,0.01758906256418727,0.0012937819319149835,0.008141485499594925,0.006917161188030985
251,0.6275000000000001,1.307572011490524,-0.16700734629477787,0.23371794457941075,-1.0853242790810058,1.4113738695913078,1.4301272382867165,1.30343490072016,-0.17951958020513104,0.25163428336445737,-1.0840220804694454,1.403168000834122,1.424648976243284,0.00413711077036405,0.012512233910353165,0.017916338785046615,0.0013021986115604456,0.008205868757185764,0.005478262043432602
252,0.63,1.3076734853414023,-0.16662523033931112,0.23338923363325426,-1.0853326998668895,1.4114384990690612,1.4302229302178517,1.30343490072016,-0.17951958020513104,0.25163428336445737,-1.0840220804694454,1.403168000834122,1.424648976243284,0.0042385846212422695,0.012894349865819915,0.01824504973120311,0.001310619397444146,0.008270498234939083,0.005573953974567836
253,0.6325000000000001,1.307775285815712,-0.16624158690466334,0.23305908639845796,-1.085341124446898,1.4115033747131474,1.4303188561380487,1.30343490072016,-0.17798522481876233,0.25163428336445737,-1.0840220804694454,1.403168000834122,1.424648976243284,0.004340385095551902,0.011743637914098992,0.018575196965999408,0.0013190439774526386,0.008335373879025276,0.005669879894764751
254,0.635,1.3078774120842294,-0.16585641587309277,0.23272750130477168,-1.0853495525084143,1.41156849647093,1.4304150143409113,1.30343490072016,-0.17798522481876233,0.25163428336445737,-1.0840220804694454,1.403168000834122,1.4261833316296526,0.004442511364069368,0.012128808945669561,0.018906782059685684,0.0013274720389688799,0.008400495636808003,0.004231682711258733
255,0.6375000000000001,1.3079798633160178,-0.16546971712590036,0.2323944767750267,-1.0853579837383287,1.4116338642909825,1.4305114031139528,1.30343490072016,-0.17798522481876233,0.250867105671273,-1.0840220804694454,1.4047023562204908,1.4261833316296526,0.004544962595857793,0.012515507692861971,0.018472628896246318,0.0013359032688833317,0.006931508070491699,0.004328071484300144
256,0.64,1.3080826386784437,-0.16508149054342186,0.23206001122512537,-1.0853664178230442,1.4116994781231003,1.4306080207386034,1.30343490072016,-0.17798522481876233,0.250867105671273,-1.0840220804694454,1.4047023562204908,1.4261833316296526,0.00464773795828366,0.012903734275340473,0.018807094446147643,0.0013443373535988457,0.006997121902609482,0.0044246891089507745
257,0.6425,1.3081857373371928,-0.1646917360050198,0.23172410306403007,-1.0853748544484845,1.4117653379183166,1.4307048654902155,1.30343490072016,-0.17645086943239385,0.250867105671273,-1.0840220804694454,1.4047023562204908,1.4277176870160213,0.004750836617032794,0.011759133427374058,0.019143002607242943,0.0013527739790391013,0.007062981697825821,0.002987178474194163
258,0.645,1.3082891584562835,-0.16430045338907528,0.2313867506937525,-1.0853832933001,1.411831443628916,1.4308019356380686,1.30343490072016,-0.17645086943239385,0.250867105671273,-1.0840220804694454,1.4047023562204908,1.4277176870160213,0.0048542577361234684,0.012150416043318568,0.019480354977520514,0.0013612128306546012,0.0071290874084253275,0.0030842486220472587
259,0.6475,1.3083929011980842,-0.16390764257298,0.23104795250934246,-1.0853917340628756,1.4118977952084508,1.4308992294453777,1.30343490072016,-0.17645086943239385,0.25009992797808867,-1.0840220804694454,1.4047023562204908,1.4277176870160213,0.004958000477924163,0.012543226859413864,0.019051975468746207,0.00136965359343022,0.0071954389879600456,0.003181542429356421
260,0.65,1.3084969647233282,-0.1635133034331278,0.23070770689887693,-1.0854001764213392,1.4119643926117544,1.430996745169296,1.30343490072016,-0.17645086943239385,0.24933275028490431,-1.0840220804694454,1.4047023562204908,1.42925204240239,0.005062064003168221,0.012937565999266043,0.018625043386027385,0.0013780959518938651,0.00726203639126366,0.00174470276690597
261,0.6525,1.3086013481911292,-0.16311743584490668,0.23036601224344894,-1.085408620059567,1.4120312357949554,1.4310944810609227,1.30343490072016,-0.17491651404602537,0.24856557259172019,-1.0840220804694454,1.4047023562204908,1.42925204240239,0.005166447470969171,0.011799078201118696,0.01819956034827125,0.0013865395901215827,0.007328879574464597,0.0018424386585327301
262,0.655,1.3087060507589954,-0.1627200396826901,0.230022866917156,-1.0854170646611916,1.4120983247154935,1.4311924353653083,1.30343490072016,-0.17491651404602537,0.24856557259172019,-1.0840220804694454,1.4047023562204908,1.42925204240239,0.005271150038835382,0.012196474363335263,0.018542705674564175,0.001394984191746218,0.0073959684950026805,0.0019403929629182581
263,0.6575,1.308811071582847,-0.1623211148198287,0.22967826928708893,-1.0854255099094088,1.4121656593321341,1.4312906063214599,1.30343490072016,-0.17491651404602537,0.24703121720535148,-1.0840220804694454,1.4047023562204908,1.42925204240239,0.005376170862686935,0.01259539922619668,0.017352947918262557,0.0014034294399634106,0.007463303111643338,0.002038563919069869
264,0.66,1.30891640981703,-0.16192066112864173,0.22933221771332044,-1.0854339554869856,1.4122332396049815,1.4313889921623473,1.30343490072016,-0.17414933635284102,0.24703121720535148,-1.0840220804694454,1.4047023562204908,1.42925204240239,0.005481509096870063,0.012228675224199292,0.017698999492031048,0.001411875017540254,0.007530883384490705,0.002136949759957263
265,0.6625,1.3090220646143333,-0.16151867848040843,0.2289847105488933,-1.0854424010762667,1.4123010654954953,1.4314875911149085,1.30343490072016,-0.17414933635284102,0.24626403951216713,-1.0840220804694454,1.4047023562204908,1.42925204240239,0.005587163894173353,0.012630657872432588,0.017279328963273832,0.0014203206068212904,0.0075987092750045004,0.0022355487125185203
266,0.665,1.3091280351260024,-0.16111516674535942,0.22863574613980892,-1.0854508463591817,1.4123691369665048,1.4315864014000559,1.3049692561065287,-0.17414933635284102,0.24626403951216713,-1.0840220804694454,1.4047023562204908,1.42925204240239,0.004158779019473702,0.013034169607481605,0.017628293372358217,0.0014287658897362832,0.0076667807460140125,0.002334358997665875
267,0.6675,1.309234320501755,-0.16071012579266789,0.22828532282501535,-1.0854592910172527,1.4124374539822229,1.4316854212326808,1.3049692561065287,-0.17338215865965667,0.2447296841257982,-1.0840220804694454,1.4047023562204908,1.42925204240239,0.004265064395226226,0.012672032866988786,0.01644436130078286,0.0014372105478073216,0.00773509776173209,0.002433378830290822
268,0.67,1.309340919889798,-0.1603035554904405,0.22793343893639534,-1.0854677347316013,1.4125060165082615,1.431784648821661,1.3049692561065287,-0.17261498096647232,0.2447296841257982,-1.0840220804694454,1.4047023562204908,1.42925204240239,0.004371663783269364,0.012311425476031812,0.01679624518940287,0.0014456542621559265,0.007803660287770686,0.0025326064192709996
269,0.6725,1.3094478324368417,-0.1598954557057089,0.2275800927987548,-1.0854761771829562,1.412574824511646,1.431884082369864,1.3049692561065287,-0.17261498096647232,0.2431953287394295,-1.0840220804694454,1.4047023562204908,1.42925204240239,0.004478576330313011,0.01271952526076342,0.01561523594067471,0.0014540967135108218,0.007872468291155288,0.0026320399674739647
270,0.675,1.309555057288115,-0.15948582630442043,0.22722528272980996,-1.0854846180516593,1.4126438779608308,1.4319837200741543,1.3049692561065287,-0.17261498096647232,0.2431953287394295,-1.0840220804694454,1.4062367116068595,1.42925204240239,0.0045858011815862465,0.01312915466205189,0.015970046009619543,0.0014625375822139297,0.006407166353971316,0.0027316776717642988
271,0.6775,1.3096625935873818,-0.15907466715142918,0.22686900704017587,-1.0854930570176742,1.4127131768257128,1.4320835601253983,1.3049692561065287,-0.17261498096647232,0.2431953287394295,-1.0840220804694454,1.4062367116068595,1.42925204240239,0.004693337480853099,0.013540313815043142,0.016326321699253632,0.0014709765482288084,0.006476465218853367,0.00283151772300827
272,0.68,1.3097704404769552,-0.1586619781104867,0.22651126403335375,-1.0855014937605927,1.4127827210776478,1.4321836007084703,1.3049692561065287,-0.17108062558010362,0.2416609733530608,-1.0840220804694454,1.4062367116068595,1.42925204240239,0.004801184370426537,0.012418647469616906,0.01514970931970705,0.0014794132911473135,0.0065460094707883165,0.002931558306080273
273,0.6825,1.3098785970977145,-0.15824775904423288,0.22615205200571858,-1.0855099279596416,1.412852510689464,1.4322838400022573,1.3049692561065287,-0.17108062558010362,0.24089379565987645,-1.0840220804694454,1.4062367116068595,1.42925204240239,0.004909340991185784,0.012832866535870735,0.014741743654157868,0.001487847490196259,0.006615799082604568,0.0030317975998672697
274,0.685,1.3099870625891192,-0.15783200981418638,0.22579136924650656,-1.0855183592936914,1.4129225456354773,1.4323842761796652,1.3049692561065287,-0.17108062558010362,0.2401266179666921,-1.0840220804694454,1.4077710669932282,1.42925204240239,0.005017806482590537,0.013248615765917238,0.014335248720185545,0.0014962788242460778,0.005151478642249074,0.0031322337772752284
275,0.6875,1.310095836089225,-0.1574147302807357,0.22542921403780258,-1.0855267874412622,1.4129928258915072,1.4324849074076238,1.3049692561065287,-0.16954627019373492,0.2401266179666921,-1.0840220804694454,1.4077710669932282,1.42925204240239,0.005126579982696278,0.012131539912999229,0.014697403928889519,0.001504706971816816,0.0052217588982790275,0.003232865005233787
276,0.6900000000000001,1.310204916734699,-0.15699592030312914,0.22506558465452753,-1.0855352120805308,1.4130633514348894,1.4325857318470927,1.3049692561065287,-0.16954627019373492,0.23935944027350775,-1.0840220804694454,1.4077710669932282,1.42925204240239,0.005235660628170269,0.012550349890605772,0.014293855618980222,0.001513131611085461,0.005292284441661188,0.003333689444702692
277,0.6925,1.3103143036608353,-0.15657557973946556,0.2247004793644252,-1.0855436328893389,1.413134122244493,1.4326867476530656,1.3049692561065287,-0.16954627019373492,0.2385922625803234,-1.0840220804694454,1.4077710669932282,1.42925204240239,0.005345047554306648,0.012970690454269351,0.013891783215898207,0.0015215524198934904,0.005363055251264903,0.0034347052506755738
278,0.6950000000000001,1.3104239960015707,-0.15615370844668458,0.22433389642804946,-1.0855520495451991,1.413205138300734,1.432787952974578,1.3049692561065287,-0.16954627019373492,0.2385922625803234,-1.0840220804694454,1.4077710669932282,1.42925204240239,0.005454739895041971,0.013392561747050336,0.014258366152273938,0.0015299690757537565,0.005434071307505839,0.003535910572187939
279,0.6975,1.3105339928894995,-0.1557303062805569,0.22396583409875132,-1.0855604617253038,1.4132763995855913,1.4328893459547096,1.3049692561065287,-0.16877909250055056,0.23782508488713927,-1.0840220804694454,1.4077710669932282,1.42925204240239,0.005564736782970758,0.013048786219993669,0.013859250788387956,0.0015383812558584786,0.005505332592363077,0.003637303552319615
280,0.7000000000000001,1.310644293455889,-0.15530537309567444,0.22359629062266553,-1.0855688691065302,1.41334790608262,1.4329909247305919,1.3049692561065287,-0.1680119148073662,0.23705790719395514,-1.0840220804694454,1.4077710669932282,1.42925204240239,0.005675037349360368,0.012706541711691777,0.013461616571289609,0.001546788637084795,0.005576839089391772,0.0037388823282018535
281,0.7025,1.3107548968306955,-0.15487890874544047,0.22322526423869735,-1.085577271365449,1.4134196577769687,1.4330926874334127,1.3049692561065287,-0.1680119148073662,0.23705790719395514,-1.0840220804694454,1.4077710669932282,1.42925204240239,0.005785640724166763,0.013133006061925745,0.013832642955257796,0.0015551908960036442,0.00564859078374047,0.0038406450310226603
282,0.705,1.3108658021425785,-0.15445091308205938,0.2228527531785091,-1.0855856681783316,1.4134916546553922,1.433194632188421,1.3049692561065287,-0.16724473711418186,0.23705790719395514,-1.0840220804694454,1.4077710669932282,1.42925204240239,0.005896546036049832,0.01279382403212248,0.014205154015446031,0.001563587708886205,0.0057205876621639895,0.003942589786031014
283,0.7075,1.310977008518917,-0.15402138595652698,0.22247875566650682,-1.0855940592211564,1.413563896706268,1.4332967571149333,1.3049692561065287,-0.16724473711418186,0.23552355180758644,-1.0840220804694454,1.4077710669932282,1.42925204240239,0.0060077524123882675,0.013223351157654883,0.013044796141079618,0.0015719787517110007,0.005792829713039849,0.004044714712543307
284,0.71,1.3110885150858247,-0.15359032721861993,0.22210326991982635,-1.0856024441696162,1.4136363839196107,1.4333990603263378,1.3049692561065287,-0.16724473711418186,0.23552355180758644,-1.0840220804694454,1.4077710669932282,1.42925204240239,0.006119258979295994,0.013654409895561936,0.013420281887760094,0.0015803637001707838,0.00586531692638248,0.004147017923947782
285,0.7125,1.3112003209681655,-0.15315773671688582,0.22172629414831968,-1.0856108226991261,1.4137091162870867,1.4335015399300999,1.3065036114928974,-0.16647755942099773,0.23552355180758644,-1.0840220804694454,1.4077710669932282,1.42925204240239,0.004696709475268124,0.013319822704111917,0.01379725765926676,0.0015887422296807507,0.005938049293858549,0.004249497527709867
286,0.715,1.311312425289568,-0.15272361429863252,0.22134782655454116,-1.0856191944848304,1.41378209380203,1.4336041940277675,1.3065036114928974,-0.16647755942099773,0.23552355180758644,-1.0840220804694454,1.4093054223795969,1.42925204240239,0.004808813796670641,0.013753945122365219,0.01417572525304528,0.0015971140153849817,0.004476671422433132,0.004352151625377498
287,0.7175,1.3114248271724418,-0.15228795980991772,0.2209678653337334,-1.085627559201609,1.413855316459457,1.433707020714976,1.3065036114928974,-0.16571038172781338,0.2347563741144021,-1.0840220804694454,1.4093054223795969,1.42925204240239,0.0049212156795443995,0.013422421917895666,0.013788508780668701,0.0016054787321635455,0.004549894079860062,0.004454978312586011
288,0.72,1.3115375257379926,-0.1518507730955387,0.22058640867381296,-1.0856359165240852,1.413928784256081,1.4338100180814541,1.3065036114928974,-0.16571038172781338,0.23398919642121774,-1.0840220804694454,1.4093054223795969,1.42925204240239,0.00503391424509525,0.013859608632274673,0.013402787747404776,0.0016138360546398278,0.0046233618764841555,0.00455797567906413
289,0.7225,1.3116505201062367,-0.15141205399902152,0.22020345475535674,-1.0856442661266332,1.4140024971903276,1.4339131842110273,1.3065036114928974,-0.16571038172781338,0.23398919642121774,-1.0840220804694454,1.4093054223795969,1.42925204240239,0.005146908613339329,0.01429832772879186,0.013785741665860995,0.001622185657187858,0.004697074810730673,0.0046611418086373035
290,0.725,1.311763809396018,-0.1509718023626103,0.21981900175158678,-1.0856526076833846,1.4140764552623506,1.4340165171816242,1.3065036114928974,-0.16494320403462903,0.23398919642121774,-1.0840220804694454,1.4093054223795969,1.42925204240239,0.0052601979031206,0.01397140167201874,0.014170194669630959,0.0016305272139391924,0.004771032882753712,0.00476447477923414
291,0.7275,1.3118773927250211,-0.15053001802725635,0.21943304782835638,-1.0856609408682356,1.4141506584740458,1.4341200150652815,1.3065036114928974,-0.16494320403462903,0.23398919642121774,-1.0840220804694454,1.4093054223795969,1.42925204240239,0.005373781232123731,0.01441318600737268,0.014556148592861362,0.0016388603987902428,0.004845236094448868,0.004867972662891518
292,0.73,1.3119912692097881,-0.15008670083260736,0.2190455911441352,-1.0856692653548548,1.414225106829066,1.4342236759281484,1.3065036114928974,-0.16494320403462903,0.2332220187280334,-1.0840220804694454,1.4093054223795969,1.4307863977887587,0.005487657716890748,0.01485650320202167,0.014176427583898199,0.0016471848854093807,0.004919684449469219,0.0034372781393896545
293,0.7325,1.3121054379657342,-0.1496418506169963,0.21865662984999462,-1.0856775808166892,1.4142998003328389,1.4343274978304914,1.3065036114928974,-0.1641760263414449,0.23245484103484904,-1.0840220804694454,1.4093054223795969,1.4307863977887587,0.005601826472836802,0.014534175724448595,0.013798211184854414,0.0016555003472438212,0.00499437795324198,0.003541100041732692
294,0.735,1.312219898107161,-0.14919546721743054,0.21826616208959293,-1.085685886926973,1.4143747389925774,1.4344314788267,1.3065036114928974,-0.1641760263414449,0.23245484103484904,-1.0840220804694454,1.4093054223795969,1.4307863977887587,0.00571628661426371,0.014980559124014359,0.014188678945256106,0.0016638064575276168,0.00506931661298049,0.0036450810379413667
295,0.7375,1.3123346487472745,-0.14874755046958038,0.2178741859991602,-1.085694183358733,1.4144499228172995,1.4345356169652916,1.3065036114928974,-0.1641760263414449,0.23245484103484904,-1.0840220804694454,1.4093054223795969,1.4307863977887587,0.005831037254377058,0.015428475871864522,0.014580655035688839,0.0016721028892876522,0.005144500437702648,0.0037492191765329252
