phase,kp,ki,kd,rms_err_rad,mean_abs_err_rad,vel_rms_rad,acc_rms_rad,jerk_rms_rad,smooth_cost,score
GRID,140,10,0,0.009578915964918873,0.008548342786269382,0.0028060174539909534,0.0013362017918166996,0.002188095167183684,0.001591769804426795,0.014012264338496241
GRID,140,10,5,0.009494983294614182,0.008418928495221484,0.0028060174539909534,0.001339154727554766,0.002204336921212059,0.0015987093856519538,0.01386431848079012
GRID,140,10,10,0.009905402770829429,0.008717877688575107,0.002944313346310845,0.001575007601800161,0.0024641215247711915,0.00184174177869147,0.014448515792986128
GRID,140,10,15,0.00961021387778477,0.008520930055194737,0.0028588347000625502,0.0014053607969233004,0.002282077674909203,0.0016683758603190711,0.014037516491414045
GRID,140,10,20,0.009493902314872295,0.008396314556255047,0.0028172191650133785,0.0014053607969233086,0.0023233856011924655,0.0016807682382040557,0.013860136416820225
GRID,140,10,25,0.009757017418712245,0.008575914087876719,0.0029201462069777155,0.0015573528356096864,0.0024414996024220677,0.0018225968656534006,0.014227234149215943
GRID,140,10,30,0.009501167802159387,0.008436857839433157,0.002888971787544491,0.001457786654902951,0.002276861490545801,0.0017035091055958057,0.013889947632435546
GRID,140,10,35,0.009938040991139579,0.008712379129720572,0.002962973735387069,0.0016097363535752932,0.0024447441215975814,0.0018602386839819797,0.014480254424398063
GRID,140,10,40,0.009508792428833705,0.008356656064683518,0.0028422616056331847,0.0014496349414865723,0.0023454569866686314,0.00171838155504119,0.013858958616679582
GRID,140,10,45,0.00954900902390726,0.008529703080610483,0.0028325491870736857,0.0014523572630234106,0.002350520951512924,0.0017218063695702644,0.013986041201169528
GRID,140,10,50,0.009941288824294642,0.00875568553421905,0.002936279734213272,0.0015548143614925022,0.002365647806641367,0.0017980643950371617,0.014498938030907883
GRID,140,20,0,0.00964264762318534,0.008429048349963181,0.0028255913058033194,0.0014053607969233151,0.002336992661020779,0.0016848503561525544,0.014025656833782187
GRID,140,20,5,0.009519715995228847,0.008437370908406095,0.002770720231871008,0.0012695006101359721,0.002106889462822396,0.0015207172659418991,0.013890473176026085
GRID,140,20,10,0.009947177251507809,0.008785911385497978,0.002916098878342441,0.0014523572630234342,0.0022168871311651385,0.0016817162234659456,0.014508304566603392
GRID,140,20,15,0.00961023833818614,0.008586380226499208,0.0028283765123009144,0.0014137678158605872,0.0023148405718710846,0.0016840896426637364,0.014071837415702119
GRID,140,20,20,0.009956584096152646,0.008676315790139218,0.0029523250981178927,0.0016746806670918225,0.002648618285192904,0.001966861952522147,0.01449142818647447
GRID,140,20,25,0.009680493437282016,0.008557137164896209,0.00281582138811513,0.001413767815860631,0.002333598334376768,0.001689716971415472,0.01412803371687167
GRID,140,20,30,0.009528754879860572,0.008444752873609417,0.002790541681937174,0.0013183452860254289,0.0021989363326458517,0.0015825226000115557,0.013909383576666436
GRID,140,20,35,0.00999144040136814,0.008763908350166163,0.0029416379133673023,0.0015750076018001553,0.0024737533068634903,0.0018446313133191558,0.014557857707783136
GRID,140,20,40,0.009624146330543898,0.008547297220601158,0.002871201742798769,0.0014249000177822123,0.0022976551777595155,0.001686726565775403,0.014066467597422017
GRID,140,20,45,0.009725584941804663,0.008594584799137652,0.0028574572802282953,0.001388394048626071,0.00222580824218382,0.0016396183066933957,0.014186839172042828
GRID,140,20,50,0.010002600756571315,0.008812062823712006,0.002933596974645184,0.0015471739498417935,0.002379013154840424,0.0017967257113413826,0.014588304739561457
GRID,140,30,0,0.009663471938196038,0.00851603325423977,0.002843646386034776,0.0013654438059602979,0.002229366690886117,0.0016246206714380434,0.014083950632459728
GRID,140,30,5,0.00994709711392077,0.008748796063784032,0.002882150120911036,0.0014925963813531872,0.002367322601758568,0.0017550142474748016,0.014496996570560266
GRID,140,30,10,0.009365253889537288,0.008323009571030241,0.0027636066893714866,0.0012880344461249275,0.002129343625934269,0.0015404272000677298,0.013680801395059183
