idx,target_x,target_y,target_z,J1_rad,J2_rad,J3_rad,J4_rad,J5_rad,J6_rad
0,0.27305511215064115,0.26093083951356116,0.2214995198493317,1.3939618685159108,0.29459623418277037,-0.24166097335305478,-1.0533349727420718,1.4906262578571383,1.4522673731979145
1,0.27305511215064115,0.26093068326356117,0.2214995198493317,1.3939617740705734,0.29459538218900505,-0.2416599127489549,-1.0533349885568737,1.490626072697357,1.4522675082760343
2,0.27305511215064115,0.2609302145135612,0.2214995198493317,1.393961490733962,0.29459282621017024,-0.24165673094326703,-1.0533350360012677,1.4906255172195642,1.4522679135065106
3,0.27305511215064115,0.26092943326356116,0.2214995198493317,1.3939610185042797,0.29458856625363694,-0.24165142795582498,-1.0533351150752182,1.4906245914284202,1.4522685888776854
4,0.27305511215064115,0.26092833951356115,0.2214995198493317,1.3939603573785315,0.29458260233169575,-0.24164400381968612,-1.053335225778666,1.4906232953316898,1.4522695343701322
5,0.27305511215064115,0.26092693326356114,0.2214995198493317,1.3939595073525246,0.29457493446155336,-0.24163445858112917,-1.0533353681115278,1.4906216289402427,1.4522707499566552
6,0.27305511215064115,0.26092521451356115,0.2214995198493317,1.3939584684208675,0.2945655626653281,-0.24162279229965236,-1.0533355420736974,1.490619592268055,1.4522722356022868
7,0.27305511215064115,0.2609231832635612,0.2214995198493317,1.3939572405769711,0.2945544869700534,-0.24160900504797414,-1.053335747665043,1.4906171853322072,1.4522739912642908
8,0.27305511215064115,0.26092083951356115,0.2214995198493317,1.3939558238130476,0.29454170740767527,-0.241593096912028,-1.0533359848854102,1.4906144081528838,1.4522760168921633
9,0.27305511215064115,0.26091818326356114,0.2214995198493317,1.393954218120111,0.2945272240150505,-0.24157506799096432,-1.0533362537346194,1.4906112607533746,1.45227831242763
10,0.27305511215064115,0.26091521451356114,0.2214995198493317,1.3939524234879765,0.2945110368339474,-0.24155491839714485,-1.0533365542124669,1.4906077431600706,1.4522808778046516
11,0.27305511215064115,0.26091193326356116,0.2214995198493317,1.393950439905261,0.2944931459110389,-0.24153264825613988,-1.0533368863187238,1.490603855402467,1.452283712949421
12,0.27305511215064115,0.2609083395135612,0.2214995198493317,1.393948267359382,0.29447355129790687,-0.24150825770672754,-1.053337250053137,1.49059959751316,1.4522868177803658
13,0.27305511215064115,0.26090443326356116,0.2214995198493317,1.393945905836558,0.2944522530510376,-0.2414817469008869,-1.0533376454154275,1.4905949695278455,1.4522901922081517
14,0.27305511215064115,0.26090021451356116,0.2214995198493317,1.3939433553218084,0.29442925123181674,-0.24145311600379696,-1.053338072405291,1.490589971485321,1.452293836135678
15,0.27305511215064115,0.26089568326356116,0.2214995198493317,1.393940615798953,0.29440454590653253,-0.24142236519383078,-1.0533385310223973,1.4905846034274808,1.4522977494580864
16,0.27305511215064115,0.2608908395135612,0.2214995198493317,1.3939376872506113,0.2943781371463672,-0.24138949466255064,-1.05333902126639,1.490578865399317,1.4523019320627557
17,0.27305511215064115,0.26088568326356115,0.2214995198493317,1.3939345696582035,0.2943500250273976,-0.241354504614705,-1.0533395431368862,1.4905727574489192,1.452306383829307
18,0.27305511215064115,0.26088021451356114,0.2214995198493317,1.3939312630019491,0.294320209630591,-0.24131739526822135,-1.0533400966334756,1.4905662796274701,1.4523111046296047
19,0.27305511215064115,0.2608744332635612,0.2214995198493317,1.3939277672608665,0.294288691041805,-0.24127816685420198,-1.0533406817557214,1.490559431989246,1.45231609432776
20,0.27305511215064115,0.26086833951356114,0.2214995198493317,1.3939240824127737,0.2942554693517767,-0.24123681961691626,-1.053341298503158,1.4905522145916152,1.4523213527801289
21,0.27305511215064115,0.26086193326356116,0.2214995198493317,1.393920208434287,0.2942205446561257,-0.24119335381379717,-1.0533419468752918,1.4905446274950376,1.4523268798353162
22,0.27305511215064115,0.26085521451356114,0.2214995198493317,1.393916145300821,0.2941839170553502,-0.24114776971543192,-1.0533426268716002,1.4905366707630583,1.4523326753341812
23,0.27305511215064115,0.2608481832635612,0.2214995198493317,1.3939118929865881,0.2941455866548175,-0.24110006760555716,-1.0533433384915314,1.4905283444623116,1.452338739109833
24,0.27305511215064115,0.2608408395135612,0.2214995198493317,1.3939074514645986,0.2941055535647621,-0.24105024778104975,-1.0533440817345037,1.4905196486625172,1.4523450709876367
25,0.27305511215064115,0.26083318326356114,0.2214995198493317,1.3939028207066593,0.29406381790028835,-0.24099831055192103,-1.0533448565999046,1.4905105834364742,1.4523516707852195
26,0.27305511215064115,0.26082521451356117,0.2214995198493317,1.393898000683374,0.29402037978135453,-0.2409442562413082,-1.053345663087091,1.4905011488600657,1.4523585383124658
